50 200
a1 a6
a1 a8
a1 a9
a1 a10
a1 a29
a1 a35
a1 a37
a1 a44
a1 a45
a1 a46
a1 a47
a2 a3
a2 a7
a2 a9
a2 a15
a2 a17
a2 a24
a2 a30
a2 a35
a2 a37
a2 a48
a3 a12
a3 a20
a3 a35
a3 a40
a4 a7
a4 a8
a4 a13
a4 a23
a4 a28
a4 a36
a4 a38
a4 a41
a4 a43
a4 a44
a5 a6
a5 a15
a5 a16
a5 a18
a5 a23
a5 a33
a5 a34
a5 a35
a5 a43
a6 a12
a6 a15
a6 a16
a6 a20
a6 a21
a6 a31
a6 a33
a6 a36
a6 a40
a6 a42
a6 a43
a7 a8
a7 a9
a7 a32
a7 a49
a8 a12
a8 a21
a8 a26
a8 a35
a8 a39
a8 a49
a9 a19
a9 a44
a9 a49
a10 a14
a10 a16
a10 a17
a10 a24
a10 a29
a10 a33
a10 a37
a10 a48
a11 a14
a11 a21
a11 a33
a11 a34
a11 a36
a11 a42
a11 a45
a11 a46
a11 a47
a12 a13
a12 a25
a12 a34
a12 a41
a12 a48
a13 a22
a13 a23
a13 a29
a13 a36
a13 a41
a14 a16
a14 a18
a14 a24
a14 a30
a14 a33
a14 a37
a14 a38
a15 a21
a15 a23
a15 a35
a15 a45
a15 a47
a15 a49
a16 a27
a16 a28
a17 a20
a17 a32
a17 a34
a17 a36
a18 a31
a18 a32
a18 a35
a18 a40
a18 a44
a18 a47
a18 a49
a19 a29
a19 a31
a19 a32
a19 a34
a19 a39
a19 a46
a20 a25
a20 a32
a20 a35
a21 a22
a21 a23
a21 a28
a21 a36
a21 a37
a21 a46
a22 a30
a22 a31
a22 a35
a22 a37
a22 a41
a23 a25
a23 a27
a23 a31
a23 a32
a23 a36
a23 a37
a23 a39
a24 a29
a24 a32
a24 a36
a24 a37
a24 a38
a24 a49
a25 a30
a25 a38
a26 a28
a26 a32
a26 a35
a26 a37
a26 a48
a26 a49
a27 a28
a27 a30
a27 a34
a27 a37
a27 a38
a28 a32
a28 a33
a28 a37
a28 a39
a28 a48
a29 a30
a29 a49
a30 a33
a30 a49
a31 a32
a31 a33
a31 a38
a31 a42
a31 a46
a32 a47
a32 a49
a34 a45
a34 a46
a35 a48
a36 a37
a36 a44
a36 a45
a36 a49
a37 a45
a38 a44
a40 a41
a40 a44
a40 a45
a41 a44
a41 a48
a42 a43
a43 a49
a46 a47
