50 200
a1 a5
a1 a7
a1 a14
a1 a17
a1 a19
a1 a22
a1 a25
a1 a40
a1 a42
a2 a4
a2 a6
a2 a10
a2 a12
a2 a17
a2 a19
a2 a24
a2 a28
a2 a30
a2 a34
a2 a41
a2 a44
a2 a48
a3 a9
a3 a22
a3 a26
a3 a27
a3 a31
a3 a36
a3 a39
a3 a41
a3 a42
a4 a7
a4 a8
a4 a11
a4 a13
a4 a31
a4 a34
a4 a44
a5 a22
a5 a25
a5 a31
a5 a32
a5 a33
a5 a48
a5 a49
a6 a20
a6 a36
a7 a11
a7 a14
a7 a17
a7 a20
a7 a21
a7 a36
a7 a42
a8 a10
a8 a21
a8 a26
a8 a27
a8 a35
a8 a46
a8 a48
a9 a13
a9 a25
a9 a26
a9 a27
a9 a33
a9 a35
a9 a36
a9 a41
a9 a46
a10 a17
a10 a23
a10 a25
a10 a27
a10 a28
a10 a31
a10 a35
a10 a36
a11 a17
a11 a25
a11 a31
a11 a32
a11 a33
a11 a35
a11 a36
a11 a40
a12 a16
a12 a22
a12 a24
a12 a28
a12 a31
a12 a36
a12 a38
a12 a40
a12 a41
a12 a46
a13 a15
a13 a19
a13 a23
a13 a24
a13 a26
a13 a27
a13 a29
a13 a36
a13 a43
a13 a49
a14 a16
a14 a18
a14 a31
a14 a39
a14 a44
a15 a18
a15 a25
a15 a34
a15 a36
a15 a39
a15 a44
a15 a45
a16 a23
a16 a25
a16 a34
a16 a39
a16 a45
a17 a23
a17 a30
a17 a32
a17 a37
a17 a41
a17 a42
a18 a34
a18 a38
a18 a42
a19 a22
a19 a23
a20 a41
a20 a43
a20 a49
a21 a24
a21 a27
a21 a28
a21 a45
a21 a47
a21 a48
a22 a24
a22 a47
a23 a33
a23 a36
a23 a41
a24 a26
a24 a31
a24 a33
a24 a38
a24 a40
a24 a43
a24 a45
a24 a47
a25 a26
a25 a28
a25 a32
a25 a47
a26 a29
a26 a31
a26 a40
a26 a45
a27 a39
a27 a47
a28 a37
a28 a44
a28 a47
a29 a37
a29 a44
a30 a34
a30 a45
a30 a48
a30 a49
a31 a34
a31 a40
a31 a42
a32 a35
a32 a42
a32 a49
a33 a35
a33 a39
a33 a41
a34 a35
a35 a40
a35 a45
a36 a43
a38 a40
a38 a44
a39 a48
a40 a43
a41 a43
a41 a44
a41 a46
a44 a47
a45 a46
a45 a48
a46 a47
a46 a49
