50 200
a1 a6
a1 a13
a1 a16
a1 a17
a1 a18
a1 a26
a1 a37
a1 a39
a1 a48
a2 a13
a2 a28
a2 a31
a2 a37
a2 a43
a2 a48
a3 a18
a3 a22
a3 a33
a3 a36
a3 a37
a3 a40
a3 a44
a3 a46
a4 a6
a4 a7
a4 a8
a4 a10
a4 a14
a4 a17
a4 a21
a4 a26
a4 a37
a4 a40
a5 a12
a5 a13
a5 a15
a5 a17
a5 a19
a5 a20
a5 a23
a5 a28
a6 a11
a6 a18
a6 a28
a6 a31
a6 a33
a6 a35
a6 a38
a6 a39
a7 a13
a7 a14
a7 a16
a7 a19
a7 a30
a7 a42
a8 a11
a8 a18
a8 a19
a8 a30
a8 a33
a9 a22
a9 a29
a9 a36
a9 a39
a9 a49
a10 a19
a10 a25
a10 a26
a10 a30
a10 a35
a10 a39
a10 a44
a10 a49
a11 a19
a11 a23
a11 a25
a11 a26
a11 a34
a11 a35
a11 a36
a11 a44
a11 a46
a12 a43
a13 a16
a13 a17
a13 a25
a13 a34
a13 a37
a13 a40
a13 a45
a13 a46
a14 a18
a14 a26
a14 a31
a14 a38
a15 a31
a15 a34
a15 a43
a16 a26
a16 a31
a16 a33
a16 a46
a16 a49
a17 a25
a17 a26
a17 a28
a17 a29
a17 a31
a17 a36
a17 a48
a18 a23
a18 a24
a18 a25
a18 a39
a18 a46
a18 a49
a19 a22
a19 a29
a19 a38
a19 a42
a19 a45
a19 a46
a19 a49
a20 a28
a20 a35
a20 a38
a20 a43
a20 a46
a21 a22
a21 a23
a21 a36
a21 a37
a22 a38
a23 a28
a23 a46
a23 a49
a24 a26
a24 a30
a24 a34
a24 a43
a24 a47
a25 a29
a25 a30
a25 a37
a25 a38
a25 a44
a25 a45
a26 a27
a26 a32
a26 a38
a26 a40
a26 a47
a27 a29
a27 a31
a27 a37
a27 a44
a27 a47
a28 a29
a28 a41
a28 a44
a28 a48
a29 a35
a29 a44
a30 a34
a31 a37
a31 a38
a31 a40
a31 a43
a32 a33
a32 a40
a32 a43
a32 a44
a32 a49
a33 a36
a33 a39
a33 a43
a34 a36
a34 a40
a34 a49
a35 a38
a35 a47
a36 a38
a36 a48
a37 a38
a37 a39
a38 a43
a38 a48
a39 a41
a39 a45
a41 a42
a41 a44
a41 a45
a41 a47
a42 a47
a42 a49
a43 a48
a43 a49
a44 a47
a45 a47
a46 a48
