50 200
a1 a4
a1 a9
a1 a33
a1 a38
a1 a48
a2 a15
a2 a19
a2 a28
a2 a30
a2 a35
a2 a37
a2 a38
a2 a42
a2 a44
a2 a45
a3 a12
a3 a22
a3 a35
a3 a36
a3 a43
a3 a47
a3 a49
a4 a7
a4 a9
a4 a21
a4 a22
a4 a23
a4 a26
a4 a38
a4 a42
a4 a45
a4 a46
a5 a6
a5 a16
a5 a32
a5 a36
a5 a37
a5 a43
a5 a47
a6 a13
a6 a22
a6 a27
a6 a31
a6 a32
a6 a44
a7 a17
a7 a18
a7 a19
a7 a22
a7 a25
a7 a27
a7 a33
a7 a35
a7 a37
a8 a12
a8 a15
a8 a16
a8 a19
a8 a29
a8 a34
a8 a43
a8 a46
a9 a17
a9 a19
a9 a22
a9 a24
a9 a32
a9 a40
a9 a45
a10 a20
a10 a28
a10 a33
a10 a34
a10 a35
a11 a13
a11 a17
a11 a18
a11 a20
a11 a41
a11 a48
a12 a13
a12 a19
a12 a31
a12 a46
a13 a15
a13 a17
a13 a28
a13 a38
a13 a42
a13 a49
a14 a27
a14 a39
a14 a43
a15 a18
a15 a27
a15 a32
a15 a33
a15 a46
a15 a47
a15 a49
a16 a18
a16 a29
a16 a30
a16 a34
a16 a38
a16 a42
a16 a46
a16 a48
a17 a24
a17 a27
a17 a35
a17 a36
a17 a44
a17 a49
a18 a26
a18 a27
a18 a32
a18 a33
a18 a39
a18 a41
a19 a21
a19 a42
a19 a43
a19 a49
a20 a24
a20 a26
a20 a46
a20 a47
a20 a48
a21 a27
a21 a32
a21 a41
a21 a42
a21 a48
a22 a23
a22 a25
a22 a28
a22 a32
a22 a39
a22 a45
a22 a48
a23 a28
a23 a29
a23 a33
a23 a36
a23 a45
a23 a46
a24 a25
a24 a29
a24 a30
a24 a35
a24 a38
a24 a41
a25 a34
a25 a36
a25 a43
a25 a47
a26 a41
a26 a44
a27 a46
a28 a42
a29 a30
a29 a34
a29 a43
a29 a47
a30 a40
a30 a48
a31 a32
a31 a38
a31 a45
a31 a48
a32 a39
a33 a38
a33 a41
a33 a48
a34 a35
a34 a42
a34 a44
a34 a45
a34 a47
a35 a36
a35 a42
a36 a39
a36 a43
a36 a45
a36 a46
a36 a48
a37 a39
a37 a42
a37 a46
a37 a48
a37 a49
a39 a42
a41 a42
a41 a48
a42 a45
a42 a49
a43 a47
a47 a48
a47 a49
