50 200
a1 a7
a1 a8
a1 a16
a1 a20
a1 a32
a1 a36
a1 a37
a1 a39
a1 a42
a1 a48
a1 a49
a2 a7
a2 a9
a2 a11
a2 a21
a2 a23
a2 a24
a2 a47
a2 a48
a3 a10
a3 a17
a3 a25
a3 a28
a3 a32
a3 a47
a4 a7
a4 a8
a4 a10
a4 a12
a4 a14
a4 a17
a4 a20
a4 a21
a4 a27
a4 a29
a4 a38
a4 a40
a4 a46
a5 a7
a5 a10
a5 a11
a5 a17
a5 a18
a5 a24
a6 a29
a6 a30
a6 a31
a7 a17
a7 a28
a7 a31
a7 a39
a7 a46
a8 a15
a8 a17
a8 a20
a8 a23
a8 a26
a8 a35
a8 a40
a8 a44
a8 a49
a9 a10
a9 a14
a9 a19
a9 a22
a9 a23
a9 a38
a9 a42
a9 a45
a9 a48
a10 a18
a10 a20
a10 a25
a10 a29
a10 a30
a10 a32
a10 a46
a11 a13
a11 a14
a11 a15
a11 a16
a11 a17
a11 a19
a11 a25
a11 a28
a11 a36
a11 a38
a11 a44
a11 a46
a12 a17
a12 a20
a12 a21
a12 a22
a12 a28
a12 a42
a12 a44
a12 a46
a12 a47
a13 a16
a13 a17
a13 a34
a13 a44
a13 a45
a13 a49
a14 a21
a14 a22
a14 a23
a14 a26
a14 a29
a14 a37
a14 a39
a14 a46
a15 a16
a15 a22
a15 a24
a15 a25
a16 a19
a16 a33
a16 a39
a17 a18
a17 a23
a17 a25
a17 a29
a17 a40
a18 a27
a18 a37
a18 a47
a19 a26
a19 a40
a19 a44
a19 a49
a20 a21
a20 a32
a20 a41
a20 a47
a20 a49
a21 a22
a21 a27
a21 a36
a21 a43
a21 a45
a21 a49
a22 a26
a22 a39
a22 a40
a22 a42
a22 a47
a23 a27
a23 a34
a23 a38
a24 a37
a24 a38
a25 a27
a25 a30
a25 a32
a25 a34
a25 a43
a25 a49
a26 a30
a26 a31
a26 a35
a26 a38
a26 a48
a28 a43
a29 a34
a29 a39
a29 a43
a30 a31
a30 a36
a30 a39
a30 a40
a30 a41
a31 a35
a31 a37
a31 a38
a31 a42
a31 a44
a32 a34
a32 a36
a32 a43
a32 a45
a32 a48
a33 a43
a34 a47
a34 a48
a35 a39
a35 a45
a35 a49
a36 a39
a36 a48
a37 a43
a38 a44
a38 a46
a38 a49
a39 a47
a40 a41
a41 a46
a42 a46
a44 a46
a45 a46
