0 3000 0.000137558
321 3321 4.49746e-05
2366 6366 0.000113188
213 3213 4.13608e-05
2995 6995 3.94742e-05
1226 6082 5.89853e-08
1322 4524 5.77603e-06
2974 5641 5.89853e-08
2016 5350 6.47665e-08
1486 6105 3.79444e-05
892 3892 5.11007e-05
1113 5011 2.36059e-05
1909 6113 1.51882e-06
983 3983 4.40899e-05
734 3734 4.19513e-05
902 3902 3.91441e-05
1165 5076 3.47544e-05
2774 6312 9.91574e-08
1138 4419 6.23947e-08
2390 6390 3.0426e-05
415 3415 3.49486e-05
1870 4488 1.49342e-05
700 3700 4.37663e-05
128 3128 4.43177e-05
1763 5921 5.89853e-08
200 3200 3.89876e-05
2034 4028 3.49496e-05
2199 4177 2.57699e-05
2883 6883 3.92267e-05
2425 4209 5.36709e-05
1922 4458 2.5289e-06
1626 4303 4.07309e-06
1710 4854 3.7471e-05
335 3335 3.93312e-05
124 3124 4.50426e-05
1318 4185 2.7982e-05
69 3069 2.67832e-05
770 3770 3.92267e-05
496 3496 3.69988e-05
529 3529 4.13914e-05
1186 5108 1.60527e-07
62 3062 2.1994e-05
1881 5949 1.03901e-07
660 3660 2.7772e-05
2989 6989 0.000253493
2641 6641 4.0351e-05
965 3965 3.08572e-05
757 3757 3.34124e-05
105 3105 3.93313e-05
1777 4003 5.89853e-08
401 3401 3.94179e-05
658 3658 2.8997e-05
1356 4377 2.14337e-07
2598 3330 8.77432e-08
1662 3052 6.41736e-08
2421 6421 3.3465e-05
1070 4696 2.85748e-05
1441 5187 5.59432e-07
389 3389 4.9304e-05
896 3896 5.41372e-05
1555 4857 2.61625e-07
1852 4183 1.80697e-05
1916 5188 3.96235e-05
2976 6976 0.000100719
183 3183 4.31671e-05
1750 4710 2.83325e-05
631 4678 1.56377e-07
293 3293 4.03647e-05
1395 4793 9.90092e-08
1841 4865 3.36104e-05
2481 5105 6.15581e-06
95 3095 4.63741e-05
2632 5683 6.57631e-05
2619 4863 4.97321e-07
1668 4668 5.30724e-05
2855 5539 5.89853e-08
859 3859 3.92585e-05
1890 5030 4.85093e-05
2696 6696 5.09397e-05
2468 6468 0.000469737
1377 6070 6.15053e-08
288 3288 5.6646e-05
846 3846 3.8457e-05
2867 6867 5.30013e-05
974 3974 4.09339e-05
1227 5970 1.18576e-07
2862 5417 8.40373e-08
2718 5571 1.93732e-07
878 3878 0.00136546
1719 4274 3.7806e-05
505 3505 4.10484e-05
449 3449 4.00657e-05
377 3377 4.3683e-05
1084 4084 3.91383e-05
1312 4312 3.07477e-05
243 4253 3.11177e-06
2005 5031 1.24209e-05
285 3285 8.94152e-05
1427 5309 3.34113e-07
177 3177 2.76546e-05
2338 6338 3.9008e-05
1079 4079 6.20351e-05
2307 6056 7.92162e-05
728 3728 4.10046e-05
47 3047 3.95853e-05
2915 5870 6.35806e-08
1808 5209 3.95813e-05
1061 4061 2.93706e-05
5 3005 3.94513e-05
372 3372 3.92459e-05
1380 4188 2.93676e-05
1406 5217 2.63848e-07
338 5533 2.92229e-05
1496 4273 2.57771e-07
628 3628 4.01088e-05
2845 6845 3.91837e-05
1758 5874 5.89853e-08
276 3276 3.92446e-05
2844 6844 5.40478e-05
1214 4890 3.01217e-05
1304 6885 3.6869e-05
817 3817 3.93767e-05
1109 4871 4.38869e-05
702 3702 4.88628e-05
2887 6887 3.84311e-05
633 3633 3.91837e-05
1935 5573 1.99968e-05
1795 6318 3.6362e-05
2020 4316 1.1041e-05
2740 6740 4.47697e-05
1474 4135 6.93618e-08
97 5198 2.18636e-07
482 3482 3.96044e-05
2925 4324 5.89853e-08
1042 4042 3.64373e-05
2863 4670 3.64486e-05
2539 6539 4.94443e-05
37 3037 3.31365e-05
1976 3151 3.41135e-05
1664 5798 5.89853e-08
