140 380
a1 a12
a1 a20
a1 a23
a1 a24
a1 a27
a1 a28
a1 a30
a1 a49
a2 a5
a2 a37
a2 a41
a2 a43
a2 a45
a2 a90
a3 a7
a3 a8
a3 a16
a3 a28
a3 a29
a3 a44
a3 a47
a3 a48
a3 a79
a3 a92
a4 a8
a4 a12
a4 a17
a4 a47
a4 a67
a5 a9
a5 a15
a5 a17
a5 a27
a5 a31
a5 a44
a5 a51
a5 a88
a6 a13
a6 a25
a6 a34
a6 a37
a6 a39
a6 a48
a7 a15
a7 a20
a7 a31
a7 a32
a7 a41
a7 a45
a8 a17
a8 a18
a8 a38
a8 a47
a8 a74
a9 a22
a9 a24
a9 a34
a9 a46
a9 a74
a9 a75
a9 a79
a10 a14
a10 a21
a10 a34
a10 a35
a10 a36
a10 a37
a10 a43
a11 a12
a11 a16
a11 a19
a11 a35
a11 a42
a11 a46
a11 a48
a11 a92
a12 a17
a12 a24
a12 a35
a12 a87
a13 a14
a13 a17
a13 a20
a13 a26
a13 a27
a13 a31
a13 a70
a13 a80
a13 a82
a14 a18
a14 a25
a14 a27
a14 a36
a14 a39
a14 a42
a14 a43
a14 a48
a14 a85
a15 a19
a15 a21
a15 a22
a15 a29
a15 a33
a15 a45
a15 a46
a16 a20
a16 a22
a16 a34
a16 a44
a16 a49
a16 a75
a17 a28
a17 a31
a17 a35
a17 a42
a17 a48
a17 a49
a18 a23
a18 a30
a18 a36
a19 a30
a19 a34
a19 a39
a19 a48
a19 a82
a19 a90
a20 a28
a20 a32
a20 a34
a20 a37
a20 a41
a20 a44
a20 a46
a20 a62
a20 a93
a20 a96
a21 a24
a21 a37
a21 a48
a21 a49
a21 a56
a21 a57
a21 a72
a21 a83
a22 a24
a22 a25
a22 a34
a22 a36
a22 a39
a22 a43
a22 a47
a22 a61
a23 a32
a23 a35
a23 a37
a23 a42
a23 a43
a23 a49
a24 a36
a24 a37
a24 a39
a24 a45
a24 a47
a24 a63
a24 a71
a24 a77
a24 a93
a25 a33
a25 a48
a25 a49
a25 a80
a25 a93
a26 a33
a26 a37
a26 a38
a26 a41
a26 a42
a26 a45
a26 a46
a26 a47
a26 a69
a26 a88
a27 a29
a27 a36
a27 a37
a27 a41
a27 a49
a27 a53
a27 a69
a28 a36
a28 a37
a28 a40
a28 a42
a28 a44
a28 a46
a28 a48
a28 a74
a28 a80
a29 a33
a29 a34
a29 a36
a29 a39
a29 a40
a29 a44
a29 a45
a29 a47
a29 a48
a29 a81
a30 a39
a30 a42
a30 a45
a30 a46
a30 a47
a30 a49
a30 a69
a30 a98
a31 a32
a31 a42
a31 a46
a31 a62
a31 a80
a32 a40
a32 a41
a32 a47
a32 a48
a32 a55
a32 a71
a33 a38
a33 a43
a33 a44
a33 a47
a33 a59
a33 a63
a34 a39
a34 a41
a34 a46
a35 a46
a36 a46
a36 a48
a36 a80
a36 a82
a36 a86
a37 a49
a37 a68
a37 a72
a38 a47
a38 a71
a38 a90
a39 a44
a39 a47
a39 a81
a40 a48
a40 a73
a40 a85
a40 a90
a40 a95
a41 a42
a41 a95
a42 a54
a42 a90
a43 a49
a43 a55
a43 a91
a44 a45
a44 a97
a45 a53
a45 a54
a45 a56
a45 a72
a45 a86
a46 a48
a46 a51
a46 a67
a46 a79
a46 a96
a47 a80
a47 a87
a49 a57
a49 a62
a49 a64
a51 a78
a52 a56
a52 a89
a53 a70
a53 a78
a53 a84
a54 a58
a54 a63
a54 a95
a55 a56
a55 a65
a55 a77
a55 a85
a56 a67
a57 a70
a57 a75
a57 a86
a57 a97
a58 a74
a59 a74
a59 a75
a59 a80
a59 a82
a60 a73
a60 a76
a60 a86
a61 a62
a61 a93
a62 a83
a64 a74
a64 a87
a65 a83
a65 a87
a66 a72
a68 a72
a68 a73
a68 a74
a69 a81
a70 a74
a71 a93
a72 a78
a72 a91
a72 a100
a73 a89
a73 a99
a74 a90
a75 a93
a75 a99
a76 a80
a76 a84
a76 a95
a80 a97
a82 a100
a83 a87
a84 a90
a84 a92
a84 a93
a86 a93
a86 a99
a90 a96
a101 a102
a102 a103
a103 a104
a104 a105
a105 a106
a106 a107
a107 a108
a109 a110
a110 a111
a111 a112
a112 a113
a113 a114
a114 a115
a115 a116
a116 a117
a117 a118
a118 a119
a119 a120
a120 a121
a121 a122
a122 a123
a123 a124
a124 a125
a125 a126
a126 a127
a127 a128
a128 a129
a129 a130
a130 a101
a121 a131
a121 a132
a121 a133
a121 a134
a121 a135
a121 a136
a121 a137
a121 a138
a121 a139
a121 a140
a1 a101
130 369
b1 b12
b1 b20
b1 b23
b1 b24
b1 b27
b1 b28
b1 b30
b1 b49
b1 b52
b1 b85
b1 b86
b1 b88
b2 b5
b2 b37
b2 b41
b2 b43
b2 b45
b2 b66
b2 b86
b3 b7
b3 b8
b3 b16
b3 b28
b3 b29
b3 b44
b3 b47
b3 b48
b3 b64
b3 b91
b4 b8
b4 b12
b4 b17
b4 b47
b4 b51
b4 b87
b4 b92
b5 b9
b5 b15
b5 b17
b5 b27
b5 b31
b5 b44
b5 b63
b6 b13
b6 b25
b6 b34
b6 b37
b6 b39
b6 b48
b6 b67
b7 b15
b7 b20
b7 b31
b7 b32
b7 b41
b7 b45
b7 b72
b7 b82
b7 b95
b8 b17
b8 b18
b8 b38
b8 b47
b8 b63
b9 b22
b9 b24
b9 b34
b9 b46
b9 b74
b10 b14
b10 b21
b10 b34
b10 b35
b10 b36
b10 b37
b10 b43
b10 b78
b10 b84
b11 b12
b11 b16
b11 b19
b11 b35
b11 b42
b11 b46
b11 b48
b11 b52
b11 b59
b11 b76
b11 b94
b11 b95
b11 b97
b12 b17
b12 b24
b12 b35
b12 b96
b13 b14
b13 b17
b13 b20
b13 b26
b13 b27
b13 b31
b13 b94
b13 b96
b14 b18
b14 b25
b14 b27
b14 b36
b14 b39
b14 b42
b14 b43
b14 b48
b14 b53
b14 b79
b15 b19
b15 b21
b15 b22
b15 b29
b15 b33
b15 b45
b15 b46
b15 b86
b16 b20
b16 b22
b16 b34
b16 b44
b16 b49
b16 b52
b16 b93
b17 b28
b17 b31
b17 b35
b17 b42
b17 b48
b17 b49
b17 b52
b17 b54
b17 b69
b18 b23
b18 b30
b18 b36
b18 b73
b19 b30
b19 b34
b19 b39
b19 b48
b19 b56
b19 b61
b20 b28
b20 b32
b20 b34
b20 b37
b20 b41
b20 b44
b20 b46
b20 b60
b21 b24
b21 b37
b21 b48
b21 b49
b21 b51
b22 b24
b22 b25
b22 b34
b22 b36
b22 b39
b22 b43
b22 b47
b22 b53
b22 b98
b23 b32
b23 b35
b23 b37
b23 b42
b23 b43
b23 b49
b23 b54
b23 b85
b24 b36
b24 b37
b24 b39
b24 b45
b24 b47
b24 b73
b24 b77
b24 b88
b25 b33
b25 b48
b25 b49
b25 b51
b25 b98
b25 b99
b26 b33
b26 b37
b26 b38
b26 b41
b26 b42
b26 b45
b26 b46
b26 b47
b26 b77
b26 b81
b27 b29
b27 b36
b27 b37
b27 b41
b27 b49
b28 b36
b28 b37
b28 b40
b28 b42
b28 b44
b28 b46
b28 b48
b29 b33
b29 b34
b29 b36
b29 b39
b29 b40
b29 b44
b29 b45
b29 b47
b29 b48
b29 b51
b30 b39
b30 b42
b30 b45
b30 b46
b30 b47
b30 b49
b30 b67
b31 b32
b31 b42
b31 b46
b32 b40
b32 b41
b32 b47
b32 b48
b32 b62
b33 b38
b33 b43
b33 b44
b33 b47
b33 b53
b33 b74
b33 b86
b34 b39
b34 b41
b34 b46
b34 b95
b35 b46
b36 b46
b36 b48
b37 b49
b37 b82
b38 b47
b38 b52
b38 b55
b38 b80
b39 b44
b39 b47
b39 b66
b40 b48
b40 b62
b40 b64
b40 b86
b41 b42
b41 b53
b41 b66
b41 b75
b41 b96
b41 b97
b43 b49
b43 b67
b44 b45
b44 b77
b44 b78
b45 b87
b45 b94
b46 b48
b46 b81
b51 b63
b51 b64
b51 b79
b52 b69
b52 b83
b52 b87
b52 b94
b53 b94
b54 b73
b54 b80
b54 b91
b54 b96
b56 b68
b56 b88
b56 b91
b56 b92
b57 b88
b58 b70
b58 b90
b58 b95
b59 b67
b59 b72
b59 b80
b59 b81
b59 b85
b59 b88
b59 b94
b60 b77
b61 b69
b61 b81
b62 b70
b62 b77
b63 b65
b63 b90
b64 b100
b65 b68
b65 b100
b66 b78
b67 b75
b68 b74
b68 b86
b68 b98
b70 b84
b70 b97
b71 b79
b71 b86
b73 b89
b74 b83
b76 b77
b76 b93
b78 b80
b79 b94
b79 b99
b82 b94
b84 b90
b84 b96
b86 b87
b87 b88
b88 b97
b89 b99
b101 b102
b102 b103
b102 b104
b102 b105
b102 b106
b102 b107
b102 b108
b102 b109
b102 b111
b102 b112
b102 b113
b102 b114
b102 b115
b102 b116
b102 b117
b102 b118
b102 b119
b102 b120
b102 b121
b102 b122
b102 b123
b102 b124
b102 b125
b102 b126
b102 b127
b102 b128
b102 b129
b102 b130
b1 b101
