140 380
a1 a7
a1 a8
a1 a16
a1 a20
a1 a32
a1 a36
a1 a37
a1 a39
a1 a42
a1 a48
a1 a49
a1 a53
a1 a95
a2 a7
a2 a9
a2 a11
a2 a21
a2 a23
a2 a24
a2 a47
a2 a48
a2 a64
a2 a67
a2 a94
a3 a10
a3 a17
a3 a25
a3 a28
a3 a32
a3 a47
a3 a56
a3 a67
a3 a79
a4 a7
a4 a8
a4 a10
a4 a12
a4 a14
a4 a17
a4 a20
a4 a21
a4 a27
a4 a29
a4 a38
a4 a40
a4 a46
a4 a58
a5 a7
a5 a10
a5 a11
a5 a17
a5 a18
a5 a24
a5 a94
a6 a29
a6 a30
a6 a31
a6 a82
a7 a17
a7 a28
a7 a31
a7 a39
a7 a46
a8 a15
a8 a17
a8 a20
a8 a23
a8 a26
a8 a35
a8 a40
a8 a44
a8 a49
a8 a71
a9 a10
a9 a14
a9 a19
a9 a22
a9 a23
a9 a38
a9 a42
a9 a45
a9 a48
a10 a18
a10 a20
a10 a25
a10 a29
a10 a30
a10 a32
a10 a46
a10 a51
a10 a53
a10 a54
a11 a13
a11 a14
a11 a15
a11 a16
a11 a17
a11 a19
a11 a25
a11 a28
a11 a36
a11 a38
a11 a44
a11 a46
a11 a64
a11 a68
a11 a78
a11 a93
a12 a17
a12 a20
a12 a21
a12 a22
a12 a28
a12 a42
a12 a44
a12 a46
a12 a47
a12 a56
a12 a62
a12 a76
a13 a16
a13 a17
a13 a34
a13 a44
a13 a45
a13 a49
a13 a57
a13 a74
a13 a80
a14 a21
a14 a22
a14 a23
a14 a26
a14 a29
a14 a37
a14 a39
a14 a46
a15 a16
a15 a22
a15 a24
a15 a25
a15 a71
a15 a83
a15 a97
a16 a19
a16 a33
a16 a39
a16 a72
a17 a18
a17 a23
a17 a25
a17 a29
a17 a40
a17 a63
a18 a27
a18 a37
a18 a47
a18 a75
a18 a83
a19 a26
a19 a40
a19 a44
a19 a49
a19 a53
a19 a60
a20 a21
a20 a32
a20 a41
a20 a47
a20 a49
a20 a90
a21 a22
a21 a27
a21 a36
a21 a43
a21 a45
a21 a49
a22 a26
a22 a39
a22 a40
a22 a42
a22 a47
a22 a60
a22 a70
a23 a27
a23 a34
a23 a38
a23 a82
a24 a37
a24 a38
a24 a53
a24 a66
a25 a27
a25 a30
a25 a32
a25 a34
a25 a43
a25 a49
a25 a74
a25 a81
a25 a90
a26 a30
a26 a31
a26 a35
a26 a38
a26 a48
a26 a75
a26 a76
a27 a58
