140 380
a1 a4
a1 a5
a1 a7
a1 a11
a1 a18
a1 a23
a1 a30
a1 a31
a1 a33
a1 a41
a1 a48
a2 a5
a2 a6
a2 a13
a2 a16
a2 a22
a2 a45
a2 a47
a2 a49
a2 a80
a3 a14
a3 a19
a3 a24
a3 a31
a3 a37
a3 a41
a3 a49
a3 a58
a3 a63
a3 a66
a3 a84
a4 a8
a4 a14
a4 a20
a4 a23
a4 a37
a4 a39
a4 a41
a4 a48
a4 a70
a5 a19
a5 a20
a5 a22
a5 a33
a5 a36
a5 a41
a5 a46
a5 a61
a5 a66
a5 a97
a6 a11
a6 a16
a6 a17
a6 a20
a6 a21
a6 a24
a6 a30
a6 a39
a6 a43
a6 a44
a6 a62
a6 a82
a7 a17
a7 a19
a7 a29
a7 a44
a7 a48
a7 a49
a7 a76
a7 a95
a7 a96
a8 a14
a8 a15
a8 a25
a8 a34
a8 a38
a8 a40
a8 a46
a9 a15
a9 a19
a9 a22
a9 a30
a9 a31
a9 a36
a9 a49
a9 a60
a9 a81
a10 a19
a10 a34
a10 a36
a10 a38
a10 a39
a10 a41
a10 a45
a11 a36
a11 a43
a12 a15
a12 a16
a12 a21
a12 a22
a12 a25
a12 a38
a12 a44
a12 a94
a13 a14
a13 a15
a13 a21
a13 a29
a13 a33
a13 a36
a13 a45
a13 a92
a14 a31
a14 a33
a14 a40
a14 a43
a14 a44
a14 a45
a15 a24
a15 a37
a15 a48
a15 a90
a16 a17
a16 a25
a16 a26
a16 a29
a16 a32
a16 a33
a16 a34
a16 a35
a16 a40
a16 a46
a16 a47
a16 a87
a16 a99
a17 a19
a17 a22
a17 a25
a17 a29
a17 a32
a17 a92
a18 a34
a18 a42
a18 a62
a19 a32
a19 a43
a20 a29
a20 a39
a20 a40
a20 a46
a20 a47
a20 a87
a21 a31
a21 a35
a21 a37
a21 a47
a21 a91
a22 a24
a22 a28
a22 a36
a22 a39
a22 a48
a22 a64
a22 a69
a22 a84
a23 a36
a23 a45
a24 a28
a24 a35
a24 a43
a24 a44
a24 a48
a24 a49
a24 a52
a24 a92
a25 a27
a25 a37
a25 a40
a25 a48
a25 a49
a25 a51
a25 a89
a25 a92
a25 a98
a25 a99
a26 a28
a26 a29
a26 a44
a26 a78
a27 a40
a27 a60
a27 a63
a27 a77
a27 a87
a28 a31
a28 a35
a28 a43
a28 a45
a28 a84
a28 a87
a29 a39
a29 a41
a29 a57
a29 a89
a30 a46
a30 a92
a31 a36
a31 a38
a31 a42
a31 a43
a31 a63
a31 a66
a32 a33
a32 a36
a32 a38
a32 a39
a32 a45
a32 a46
a32 a49
a32 a92
a33 a35
a33 a38
a33 a39
a34 a38
a34 a42
a34 a55
a34 a87
a34 a97
a35 a45
a35 a48
a36 a38
a36 a39
a36 a45
a36 a47
a36 a76
a36 a83
a36 a93
a36 a95
a37 a43
a37 a44
a37 a47
a37 a48
a37 a58
a37 a68
a38 a43
a38 a45
a38 a46
a38 a88
a39 a44
a39 a45
a39 a48
a39 a79
a40 a42
a40 a44
a40 a78
a41 a42
a41 a46
a41 a53
a41 a81
a41 a87
a42 a58
a42 a59
a43 a47
a43 a57
a43 a94
a43 a97
a44 a99
a45 a47
a45 a49
a45 a59
a45 a87
a45 a91
a46 a74
a46 a77
a47 a58
a47 a62
a48 a85
a49 a56
a49 a86
a49 a90
a51 a66
a51 a77
a52 a63
a52 a70
a52 a78
a52 a79
a52 a88
a53 a97
a53 a99
a53 a100
a54 a80
a54 a81
a54 a94
a55 a70
a55 a88
a55 a99
a56 a58
a56 a59
a56 a75
a56 a95
a57 a66
a57 a70
a58 a82
a61 a91
a62 a79
a64 a77
a64 a90
a64 a95
a65 a100
a66 a83
a67 a71
a67 a92
a68 a69
a68 a70
a68 a75
a68 a76
a68 a99
a69 a99
a70 a89
a70 a95
a71 a73
a72 a98
a73 a85
a74 a77
a74 a84
a74 a95
a75 a93
a76 a77
a76 a81
a76 a96
a80 a87
a81 a98
a82 a84
a82 a95
a86 a91
a86 a92
a89 a94
a91 a93
a93 a95
a93 a98
b1 b4
b1 b5
b1 b7
b1 b11
b1 b18
b1 b23
b1 b30
b1 b31
b1 b33
b1 b41
b1 b48
b1 b83
b2 b5
b2 b6
b2 b13
b2 b16
b2 b22
b2 b45
b2 b47
b2 b49
b3 b14
b3 b19
b3 b24
b3 b31
b3 b37
b3 b41
b3 b49
b3 b52
b3 b82
b4 b8
b4 b14
b4 b20
b4 b23
b4 b37
b4 b39
b4 b41
b4 b48
b4 b74
b4 b99
b5 b19
b5 b20
b5 b22
b5 b33
b5 b36
b5 b41
b5 b46
b5 b58
b5 b84
b6 b11
b6 b16
b6 b17
b6 b20
b6 b21
b6 b24
b6 b30
b6 b39
b6 b43
b6 b44
b6 b53
b7 b17
b7 b19
b7 b29
b7 b44
b7 b48
