140 386
a1 a2
a1 a6
a1 a9
a1 a10
a1 a11
a1 a16
a1 a18
a1 a19
a1 a23
a1 a27
a1 a30
a1 a33
a1 a42
a1 a68
a1 a85
a2 a5
a2 a10
a2 a12
a2 a27
a2 a46
a2 a78
a2 a92
a3 a13
a3 a15
a3 a16
a3 a18
a3 a19
a3 a20
a3 a24
a3 a25
a3 a26
a3 a27
a3 a28
a3 a31
a3 a34
a3 a46
a3 a49
a4 a11
a4 a14
a4 a15
a4 a27
a4 a28
a4 a29
a4 a33
a4 a37
a4 a43
a4 a45
a4 a48
a4 a55
a4 a71
a4 a97
a5 a22
a5 a28
a5 a35
a5 a37
a5 a43
a5 a48
a5 a63
a5 a71
a5 a72
a6 a7
a6 a10
a6 a13
a6 a14
a6 a16
a6 a28
a6 a31
a6 a41
a6 a45
a6 a53
a6 a58
a6 a64
a7 a14
a7 a15
a7 a23
a7 a80
a8 a11
a8 a12
a8 a20
a8 a29
a8 a43
a8 a47
a8 a48
a8 a49
a8 a96
a9 a10
a9 a15
a9 a17
a9 a19
a9 a20
a9 a34
a10 a36
a10 a37
a10 a39
a10 a40
a10 a64
a10 a65
a10 a87
a11 a26
a11 a27
a11 a31
a11 a32
a11 a44
a11 a46
a11 a70
a11 a79
a12 a23
a12 a28
a12 a34
a12 a35
a12 a41
a12 a44
a12 a58
a12 a98
a13 a23
a13 a39
a13 a44
a13 a46
a13 a47
a13 a48
a13 a49
a13 a65
a13 a92
a14 a18
a14 a35
a14 a36
a14 a47
a14 a52
a14 a55
a14 a89
a15 a29
a15 a35
a15 a46
a15 a47
a15 a77
a15 a91
a16 a17
a16 a18
a16 a20
a16 a22
a16 a23
a16 a27
a16 a31
a16 a35
a16 a46
a16 a57
a16 a62
a16 a77
a16 a83
a17 a18
a17 a36
a17 a57
a18 a33
a18 a38
a18 a41
a18 a49
a18 a79
a18 a84
a19 a30
a19 a38
a19 a41
a19 a43
a19 a45
a20 a21
a20 a25
a20 a80
a21 a24
a21 a29
a21 a38
a21 a47
a21 a49
a21 a87
a21 a98
a22 a25
a22 a26
a22 a29
a22 a45
a22 a48
a22 a77
a22 a94
a23 a35
a23 a48
a23 a49
a23 a84
a24 a26
a24 a27
a24 a33
a24 a41
a24 a45
a24 a83
a25 a28
a25 a30
a25 a36
a25 a46
a25 a52
a25 a64
a26 a37
a26 a47
a26 a71
a26 a91
a27 a29
a27 a32
a27 a39
a27 a42
a27 a45
a27 a54
a27 a60
a27 a81
a28 a33
a28 a43
a28 a49
a28 a89
a29 a33
a29 a40
a30 a41
a30 a43
a30 a44
a30 a46
a30 a47
a30 a68
a30 a95
a31 a35
a31 a37
a31 a44
a31 a48
a31 a49
a31 a85
a32 a85
a33 a37
a33 a40
a33 a41
a33 a43
a33 a45
a33 a46
a33 a47
a33 a79
a34 a40
a34 a41
a34 a42
a34 a48
a34 a56
a34 a57
a35 a54
a35 a99
a36 a42
a36 a44
a36 a48
a36 a76
a37 a40
a37 a46
a37 a49
a37 a65
a37 a89
a38 a40
a38 a64
a38 a82
a39 a42
a39 a47
a39 a70
a40 a43
a40 a48
a41 a45
a41 a70
a42 a70
a43 a45
a43 a48
a43 a58
a43 a78
a43 a85
a43 a87
a44 a92
a45 a47
a45 a62
a45 a66
a46 a49
a47 a57
a47 a63
a47 a81
a48 a63
a49 a90
a51 a96
a52 a89
a53 a64
a53 a78
a53 a89
a53 a93
a54 a91
a55 a69
a55 a72
a55 a82
a56 a62
a56 a66
a56 a70
a56 a95
a57 a90
a58 a81
a61 a80
a62 a75
a62 a84
a62 a88
a62 a97
a63 a74
a63 a84
a63 a97
a64 a78
a64 a81
a65 a74
a66 a82
a66 a88
a67 a100
a68 a76
a68 a79
a70 a96
a71 a77
a71 a78
a71 a80
a71 a81
a72 a78
a73 a77
a74 a88
a75 a76
a75 a78
a75 a85
a76 a86
a76 a89
a77 a83
a77 a96
a78 a82
a78 a88
a78 a95
a78 a98
a79 a88
a80 a82
a82 a95
a83 a84
a83 a96
a84 a86
a88 a96
a93 a100
a94 a95
b1 b2
b1 b6
b1 b9
b1 b10
b1 b11
b1 b16
b1 b18
b1 b19
b1 b23
b1 b27
b1 b30
b1 b33
b1 b42
b2 b5
b2 b10
b2 b12
b2 b27
b2 b46
b3 b13
b3 b15
b3 b16
b3 b18
b3 b19
b3 b20
b3 b24
b3 b25
b3 b26
b3 b27
b3 b28
b3 b31
b3 b34
b3 b46
b3 b49
b3 b82
b3 b97
b4 b11
b4 b14
b4 b15
b4 b27
b4 b28
b4 b29
b4 b33
b4 b37
b4 b43
b4 b45
b4 b48
b4 b90
b5 b22
b5 b28
b5 b35
b5 b37
b5 b43
b5 b48
b5 b62
b6 b7
b6 b10
b6 b13
b6 b14
b6 b16
b6 b28
b6 b31
b6 b41
b6 b45
b6 b81
b7 b14
b7 b15
b7 b23
b7 b84
b8 b11
b8 b12
b8 b20
b8 b29
b8 b43
b8 b47
b8 b48
b8 b49
b8 b67
b8 b69
b9 b10
b9 b15
b9 b17
b9 b19
b9 b20
b9 b34
b9 b93
b10 b36
b10 b37
b10 b39
b10 b40
b11 b26
b11 b27
b11 b31
b11 b32
b11 b44
b11 b46
b11 b54
b11 b55
b11 b59
b11 b71
b11 b89
b11 b98
b12 b23
b12 b28
b12 b34
b12 b35
b12 b41
b12 b44
b12 b53
b12 b66
b12 b78
b12 b86
b12 b89
b12 b91
b13 b23
b13 b39
b13 b44
b13 b46
b13 b47
b13 b48
b13 b49
b13 b52
b13 b56
b14 b18
b14 b35
b14 b36
b14 b47
b15 b29
b15 b35
b15 b46
b15 b47
b15 b57
b15 b84
b16 b17
b16 b18
b16 b20
b16 b22
b16 b23
b16 b27
b16 b31
b16 b35
b16 b46
b16 b52
b16 b59
b16 b73
b16 b92
b17 b18
b17 b36
b18 b33
b18 b38
b18 b41
b18 b49
b18 b69
b19 b30
b19 b38
b19 b41
b19 b43
b19 b45
b19 b56
b20 b21
b20 b25
b20 b78
b21 b24
b21 b29
b21 b38
b21 b47
b21 b49
b22 b25
b22 b26
b22 b29
b22 b45
b22 b48
b22 b89
b22 b97
b23 b35
b23 b48
b23 b49
b23 b63
b24 b26
b24 b27
b24 b33
b24 b41
b24 b45
b24 b71
b25 b28
b25 b30
b25 b36
b25 b46
b26 b37
b26 b47
b26 b56
b26 b79
b26 b85
b27 b29
b27 b32
b27 b39
b27 b42
b27 b45
b27 b70
b28 b33
b28 b43
b28 b49
b28 b65
b28 b80
b29 b33
b29 b40
b29 b66
b29 b76
b29 b93
b29 b97
b30 b41
b30 b43
b30 b44
b30 b46
b30 b47
b30 b56
b30 b59
b30 b72
b31 b35
b31 b37
b31 b44
b31 b48
b31 b49
b31 b93
b32 b58
b33 b37
b33 b40
b33 b41
b33 b43
b33 b45
b33 b46
b33 b47
b33 b51
b33 b58
b33 b69
b33 b79
b33 b80
b33 b91
b34 b40
b34 b41
b34 b42
b34 b48
b35 b75
b35 b96
b36 b42
b36 b44
b36 b48
b36 b96
b37 b40
b37 b46
b37 b49
b37 b92
b38 b40
b38 b67
b38 b88
b39 b42
b39 b47
b40 b43
b40 b48
b40 b91
b41 b45
b41 b62
b41 b67
b41 b76
b41 b84
b42 b70
b43 b45
b43 b48
b43 b55
b43 b67
b43 b76
b44 b61
b44 b62
b44 b99
b45 b47
b46 b49
b46 b95
b47 b89
b47 b90
b48 b65
b49 b79
b51 b81
b52 b70
b52 b73
b52 b77
b53 b57
b53 b82
b53 b91
b53 b98
b55 b57
b55 b66
b55 b71
b56 b76
b57 b82
b57 b85
b58 b76
b60 b89
b61 b78
b62 b69
b62 b74
b62 b90
b62 b91
b63 b88
b64 b72
b64 b87
b64 b94
b64 b99
b65 b71
b65 b72
b65 b87
b65 b94
b66 b99
b67 b89
b70 b72
b70 b95
b70 b97
b70 b99
b71 b75
b71 b84
b71 b85
b72 b80
b72 b92
b72 b96
b74 b92
b76 b91
b77 b85
b77 b89
b77 b90
b77 b97
b78 b90
b79 b98
b80 b99
b81 b82
b81 b87
b82 b99
b85 b95
b87 b88
b87 b92
b88 b93
b89 b99
b90 b96
a101 a102
a102 a103
a103 a104
a104 a105
a105 a106
a106 a107
a107 a108
a109 a110
a110 a111
a110 a112
a111 a103
a112 a113
a109 a114
a109 a115
a114 a116
a115 a116
a108 a117
a108 a118
a117 a119
a118 a119
a107 a120
a107 a121
a120 a122
a121 a122
a106 a123
a106 a124
a123 a125
a124 a125
a105 a126
a105 a127
a126 a128
a127 a128
a104 a129
a104 a130
a129 a131
a130 a131
a131 a132
a131 a133
a131 a134
a131 a135
a131 a136
a131 a137
a131 a138
a131 a139
a131 a140
a1 a101
130 369
b101 b102
b102 b103
b102 b104
b102 b105
b102 b106
b102 b107
b102 b108
b102 b109
b102 b111
b102 b112
b102 b113
b102 b114
b102 b115
b102 b116
b102 b117
b102 b118
b102 b119
b102 b120
b120 b121
b120 b122
b120 b123
b120 b124
b120 b125
b120 b126
b120 b127
b120 b128
b120 b129
b120 b130
b1 b101
