140 394
a1 a2
a1 a3
a1 a16
a1 a27
a1 a34
a1 a46
a2 a3
a2 a9
a2 a43
a2 a44
a2 a57
a2 a97
a3 a6
a3 a10
a3 a18
a3 a29
a3 a36
a3 a41
a3 a45
a3 a46
a3 a48
a3 a71
a4 a18
a4 a25
a4 a26
a4 a30
a4 a33
a4 a42
a4 a43
a4 a45
a4 a71
a4 a72
a4 a86
a4 a94
a5 a11
a5 a18
a5 a19
a5 a29
a5 a32
a5 a35
a5 a37
a5 a44
a5 a69
a5 a70
a6 a9
a6 a10
a6 a11
a6 a18
a6 a20
a6 a23
a6 a33
a6 a38
a6 a45
a6 a63
a7 a8
a7 a32
a7 a35
a7 a37
a7 a40
a7 a42
a7 a44
a8 a17
a8 a20
a8 a21
a8 a39
a8 a44
a8 a86
a9 a15
a9 a21
a9 a22
a9 a28
a9 a31
a9 a38
a9 a39
a9 a40
a9 a45
a9 a77
a10 a11
a10 a27
a10 a30
a10 a37
a10 a44
a11 a21
a11 a32
a11 a39
a11 a44
a11 a45
a11 a61
a11 a79
a12 a22
a12 a29
a12 a35
a12 a37
a12 a42
a12 a48
a12 a76
a13 a16
a13 a24
a13 a37
a13 a39
a13 a82
a13 a90
a13 a94
a14 a16
a14 a19
a14 a22
a14 a24
a14 a29
a14 a35
a14 a42
a14 a47
a14 a96
a15 a17
a15 a32
a15 a37
a15 a54
a15 a64
a15 a92
a16 a21
a16 a46
a16 a51
a16 a71
a17 a19
a17 a28
a17 a36
a17 a45
a17 a46
a17 a52
a17 a68
a17 a70
a17 a76
a17 a82
a17 a87
a17 a90
a18 a20
a18 a25
a18 a27
a18 a29
a18 a44
a18 a47
a18 a49
a18 a64
a18 a70
a18 a72
a19 a31
a19 a41
a19 a65
a19 a97
a20 a29
a20 a33
a20 a46
a21 a27
a21 a32
a21 a35
a21 a44
a21 a49
a21 a75
a21 a84
a22 a32
a22 a34
a22 a39
a22 a45
a22 a47
a22 a61
a22 a70
a23 a34
a23 a36
a23 a45
a23 a70
a23 a94
a24 a25
a24 a31
a24 a35
a24 a36
a24 a41
a24 a76
a25 a27
a25 a38
a25 a48
a26 a28
a26 a34
a26 a38
a26 a39
a26 a42
a26 a45
a26 a47
a26 a48
a26 a76
a26 a87
a27 a30
a27 a35
a27 a38
a27 a44
a27 a46
a27 a68
a28 a33
a28 a36
a28 a44
a28 a46
a28 a49
a28 a89
a29 a30
a29 a31
a29 a40
a29 a46
a29 a47
a29 a48
a29 a54
a29 a90
a30 a33
a30 a38
a30 a46
a31 a72
a32 a35
a32 a36
a32 a38
a32 a45
a32 a46
a32 a86
a33 a35
a33 a38
a33 a47
a33 a57
a33 a92
a34 a35
a34 a40
a34 a41
a34 a43
a34 a44
a34 a49
a34 a64
a35 a47
a35 a48
a35 a67
a35 a82
a36 a37
a36 a40
a36 a48
a36 a67
a37 a90
a37 a93
a38 a41
a38 a45
a38 a46
a38 a49
a38 a57
a39 a40
a39 a41
a39 a46
a39 a76
a40 a45
a40 a46
a40 a48
a40 a62
a40 a72
a40 a76
a40 a81
a41 a56
a42 a45
a42 a46
a42 a73
a42 a88
a43 a46
a43 a47
a43 a52
a44 a66
a44 a88
a44 a95
a45 a46
a45 a48
a45 a85
a46 a66
a46 a78
a47 a48
a48 a49
a48 a53
a48 a94
a49 a51
a49 a76
a49 a95
a51 a85
a52 a72
a52 a74
a52 a76
a52 a80
a52 a94
a53 a75
a54 a84
a54 a94
a56 a62
a56 a88
a57 a58
a57 a59
a57 a79
a57 a85
a58 a64
a59 a81
a59 a83
a60 a79
a60 a96
a61 a84
a61 a91
a62 a96
a63 a76
a63 a89
a63 a99
a64 a67
a64 a72
a64 a87
a65 a98
a66 a94
a67 a86
a67 a98
a68 a72
a69 a75
a69 a96
a69 a97
a69 a99
a71 a74
a71 a92
a72 a77
a72 a88
a72 a92
a76 a90
a78 a82
a79 a82
a79 a84
a80 a95
a81 a90
a81 a92
a82 a90
a84 a90
a85 a86
a85 a100
a86 a96
a86 a97
a88 a91
a88 a98
a91 a98
a91 a99
b1 b2
