130 370
a1 a2
a1 a3
a1 a4
a1 a7
a1 a33
a1 a39
a1 a41
a1 a45
a1 a48
a1 a76
a1 a84
a1 a90
a2 a8
a2 a31
a2 a33
a2 a45
a2 a56
a2 a58
a2 a80
a3 a7
a3 a11
a3 a12
a3 a14
a3 a20
a3 a21
a3 a22
a3 a29
a3 a32
a3 a34
a3 a41
a3 a43
a3 a44
a3 a49
a3 a78
a3 a92
a4 a9
a4 a14
a4 a20
a4 a21
a4 a34
a4 a48
a4 a57
a4 a85
a5 a13
a5 a14
a5 a24
a5 a25
a5 a27
a5 a29
a5 a39
a5 a43
a5 a45
a5 a48
a5 a49
a5 a82
a6 a15
a6 a21
a6 a32
a6 a36
a6 a37
a6 a39
a6 a40
a6 a42
a6 a43
a6 a47
a6 a86
a7 a12
a7 a16
a7 a31
a7 a36
a7 a38
a7 a41
a7 a42
a7 a69
a7 a95
a8 a17
a8 a33
a8 a48
a8 a53
a8 a68
a8 a70
a8 a91
a9 a16
a9 a24
a9 a35
a9 a42
a9 a90
a10 a11
a10 a12
a10 a15
a10 a17
a10 a19
a10 a22
a10 a24
a10 a30
a10 a32
a10 a35
a10 a40
a10 a47
a10 a48
a10 a65
a10 a82
a10 a94
a11 a14
a11 a20
a11 a22
a11 a28
a11 a36
a11 a49
a11 a94
a12 a20
a12 a30
a12 a34
a12 a40
a12 a45
a12 a55
a12 a58
a13 a14
a13 a16
a13 a24
a13 a33
a13 a43
a13 a44
a13 a87
a14 a16
a14 a17
a14 a18
a14 a24
a14 a26
a14 a30
a14 a33
a14 a35
a14 a39
a14 a51
a14 a73
a15 a32
a15 a36
a15 a80
a15 a87
a16 a18
a16 a19
a16 a21
a16 a31
a16 a69
a16 a93
a16 a97
a16 a99
a17 a21
a17 a27
a17 a28
a17 a30
a17 a33
a17 a41
a17 a42
a17 a46
a17 a75
a17 a96
a18 a19
a18 a21
a18 a24
a18 a26
a18 a29
a18 a33
a18 a46
a18 a47
a18 a55
a18 a75
a18 a77
a18 a99
a19 a21
a19 a26
a19 a32
a19 a33
a19 a42
a19 a44
a19 a45
a19 a48
a19 a96
a20 a22
a20 a27
a20 a65
a20 a88
a21 a24
a21 a25
a21 a32
a21 a40
a21 a41
a22 a24
a22 a35
a22 a38
a22 a49
a23 a26
a23 a40
a23 a48
a23 a74
a24 a25
a24 a26
a24 a29
a24 a37
a24 a46
a24 a61
a25 a29
a25 a33
a25 a34
a25 a36
a26 a42
a26 a43
a26 a58
a26 a60
a26 a67
a26 a75
a26 a90
a27 a28
a27 a40
a27 a41
a27 a42
a27 a47
a28 a40
a28 a47
a28 a49
a28 a99
a29 a34
a29 a40
a29 a63
a29 a81
a30 a40
a30 a45
a31 a33
a31 a36
a31 a41
a31 a43
a32 a37
a32 a39
a32 a43
a32 a78
a32 a87
a33 a36
a33 a40
a33 a44
a34 a35
a34 a58
a35 a36
a35 a60
a35 a85
a35 a92
a36 a38
a36 a43
a36 a93
a38 a41
a38 a46
a38 a49
a38 a60
a38 a61
a39 a45
a39 a82
a39 a93
a40 a42
a40 a62
a40 a65
a40 a71
a40 a83
a40 a97
a41 a44
a41 a80
a42 a46
a42 a48
a42 a56
a42 a82
a43 a49
a43 a76
a44 a46
a44 a48
a44 a99
a45 a72
a45 a89
a46 a47
a46 a51
a47 a87
a48 a79
a48 a83
a51 a52
a51 a67
a51 a86
a52 a57
a52 a69
a53 a67
a53 a76
a53 a95
a54 a85
a55 a85
a55 a91
a55 a97
a56 a61
a56 a62
a56 a71
a56 a85
a56 a90
a57 a73
a57 a77
a58 a78
a58 a94
a59 a75
a60 a62
a60 a65
a60 a74
a60 a83
a61 a68
a63 a64
a63 a88
a63 a98
a63 a99
a66 a71
a67 a82
a67 a89
a67 a95
a67 a100
a70 a86
a71 a76
a71 a83
a71 a93
a71 a94
a72 a73
a72 a94
a74 a91
a74 a99
a76 a88
a76 a94
a80 a85
a81 a89
a82 a89
a82 a99
a83 a99
a84 a100
a86 a94
a87 a90
a88 a98
a89 a98
a90 a93
a91 a93
a92 a97
a101 a102
