50 200
a1 a13
a1 a16
a1 a19
a1 a20
a1 a27
a1 a30
a1 a37
a1 a42
a1 a48
a2 a6
a2 a9
a2 a10
a2 a16
a2 a18
a2 a27
a3 a15
a3 a16
a3 a26
a3 a28
a3 a29
a3 a33
a3 a37
a3 a41
a3 a44
a4 a8
a4 a12
a4 a16
a4 a21
a4 a26
a4 a31
a4 a35
a4 a36
a4 a41
a4 a42
a5 a22
a5 a25
a5 a27
a5 a30
a5 a33
a5 a37
a5 a41
a6 a7
a6 a17
a6 a21
a6 a25
a6 a38
a6 a39
a6 a45
a7 a8
a7 a12
a7 a13
a7 a20
a7 a22
a7 a27
a7 a28
a7 a29
a7 a30
a7 a34
a7 a42
a8 a11
a8 a14
a8 a20
a8 a21
a8 a24
a8 a26
a8 a29
a8 a31
a8 a34
a8 a35
a8 a39
a8 a46
a9 a15
a9 a18
a9 a21
a9 a22
a9 a27
a9 a43
a9 a45
a9 a46
a9 a48
a10 a16
a10 a27
a10 a37
a10 a47
a11 a17
a11 a19
a11 a21
a11 a22
a11 a26
a11 a30
a11 a33
a11 a45
a12 a15
a12 a19
a12 a20
a12 a32
a12 a33
a12 a34
a12 a35
a12 a39
a12 a43
a13 a22
a13 a30
a13 a31
a13 a34
a13 a37
a13 a38
a14 a21
a14 a25
a14 a43
a14 a47
a15 a18
a15 a21
a15 a28
a15 a34
a15 a43
a16 a17
a16 a43
a17 a21
a17 a34
a17 a41
a17 a44
a17 a45
a17 a48
a18 a28
a18 a33
a18 a47
a19 a28
a19 a29
a19 a30
a19 a34
a19 a36
a19 a38
a19 a39
a19 a42
a19 a45
a19 a48
a20 a29
a20 a30
a21 a29
a21 a30
a21 a37
a21 a42
a21 a48
a22 a25
a22 a33
a22 a39
a22 a40
a23 a24
a23 a38
a23 a49
a24 a29
a24 a36
a24 a40
a25 a30
a25 a36
a25 a40
a25 a47
a26 a27
a26 a29
a26 a40
a26 a42
a27 a49
a28 a38
a28 a48
a29 a33
a29 a36
a29 a46
a30 a34
a30 a36
a30 a39
a30 a40
a30 a43
a30 a49
a31 a34
a32 a36
a33 a35
a33 a36
a33 a42
a33 a43
a33 a44
a33 a48
a34 a41
a35 a41
a35 a44
a35 a45
a37 a39
a37 a47
a38 a49
a39 a40
a39 a48
a40 a45
a40 a47
a41 a46
a42 a44
a42 a45
a44 a46
a44 a47
a44 a48
a45 a48
