100 300
a1 a8
a1 a12
a1 a14
a1 a26
a1 a28
a1 a33
a1 a35
a1 a37
a1 a41
a1 a47
a1 a49
a1 a63
a1 a75
a1 a98
a2 a25
a2 a31
a2 a32
a2 a33
a2 a45
a2 a48
a2 a70
a2 a96
a3 a6
a3 a13
a3 a15
a3 a24
a3 a26
a3 a32
a3 a36
a3 a60
a3 a95
a4 a7
a4 a8
a4 a10
a4 a18
a4 a25
a4 a49
a5 a8
a5 a10
a5 a14
a5 a17
a5 a24
a5 a31
a5 a57
a6 a13
a6 a18
a6 a20
a6 a21
a6 a22
a6 a28
a6 a31
a6 a32
a6 a34
a6 a43
a7 a9
a7 a11
a7 a26
a7 a27
a7 a93
a8 a13
a8 a14
a8 a27
a8 a29
a8 a35
a8 a36
a8 a42
a8 a96
a9 a19
a9 a25
a9 a26
a9 a28
a9 a30
a9 a32
a9 a36
a9 a40
a9 a41
a9 a43
a9 a81
a9 a87
a10 a12
a10 a19
a10 a20
a10 a41
a10 a42
a10 a43
a10 a44
a10 a69
a11 a26
a11 a30
a11 a39
a11 a42
a11 a48
a11 a58
a11 a79
a11 a84
a11 a90
a12 a15
a12 a17
a12 a26
a12 a27
a12 a32
a12 a42
a12 a44
a12 a46
a12 a67
a12 a92
a13 a27
a13 a35
a13 a39
a13 a42
a13 a45
a14 a16
a14 a17
a14 a19
a14 a25
a14 a27
a14 a31
a14 a40
a14 a42
a14 a44
a14 a45
a15 a21
a15 a22
a15 a33
a15 a39
a15 a40
a15 a49
a16 a18
a16 a19
a16 a22
a16 a23
a16 a30
a16 a33
a16 a36
a16 a38
a16 a39
a16 a59
a16 a93
a17 a21
a17 a25
a17 a30
a17 a36
a17 a38
a18 a22
a18 a26
a18 a30
a18 a42
a18 a43
a18 a45
a19 a24
a19 a26
a19 a27
a19 a31
a19 a33
a19 a35
a19 a37
a19 a41
a19 a43
a19 a45
a19 a74
a20 a36
a20 a48
a20 a49
a20 a64
a20 a72
a20 a96
a21 a23
a21 a25
a21 a28
a21 a29
a21 a36
a21 a40
a21 a42
a21 a46
a21 a47
a22 a23
a22 a40
a22 a59
a22 a65
a23 a45
a23 a47
a23 a49
a24 a27
a24 a33
a24 a41
a24 a42
a25 a33
a25 a37
a25 a38
a25 a48
a25 a53
a25 a54
a26 a28
a26 a33
a26 a36
a26 a43
a26 a47
a26 a55
a27 a28
a27 a45
a27 a48
a27 a74
a28 a30
a28 a43
a28 a49
a28 a85
a29 a32
a29 a37
a29 a38
a30 a34
a30 a36
a30 a47
a30 a57
a30 a65
a31 a39
a31 a43
a31 a48
a31 a58
a31 a60
a31 a76
a32 a42
a33 a35
a33 a39
a33 a41
a33 a48
a33 a60
a33 a62
a34 a40
a34 a41
a34 a72
a34 a83
a35 a41
a35 a46
a35 a47
a36 a38
a36 a40
a37 a38
a39 a45
a39 a55
a39 a81
a40 a43
a41 a48
a42 a78
a42 a89
a43 a47
a43 a53
a45 a72
a49 a65
a49 a80
a49 a97
a51 a57
a51 a65
a52 a54
a52 a75
a53 a68
a54 a84
a55 a75
a55 a99
a56 a86
a57 a68
a58 a60
a58 a68
a58 a77
a59 a63
a59 a70
a59 a90
a61 a68
a61 a91
a62 a81
a62 a92
a63 a80
a64 a65
a65 a79
a65 a86
a67 a93
a68 a83
a68 a85
a68 a96
a69 a85
a70 a85
a70 a93
a71 a77
a74 a78
a75 a88
a75 a89
a76 a92
a77 a81
a78 a79
a78 a97
a81 a87
a81 a90
a81 a100
a83 a99
a87 a88
a90 a92
a90 a93
a91 a98
a93 a97
a94 a97
a95 a96
70 400
b1 b8
b1 b12
b1 b14
b1 b26
b1 b28
b1 b33
b1 b35
b1 b37
b1 b41
b1 b47
b1 b49
b1 b54
b2 b25
b2 b31
b2 b32
b2 b33
b2 b45
b2 b48
b2 b51
b2 b52
b2 b54
b2 b63
b3 b6
b3 b13
b3 b15
b3 b24
b3 b26
b3 b32
b3 b36
b3 b51
b3 b59
b3 b60
b4 b7
b4 b8
b4 b10
b4 b18
b4 b25
b4 b49
b4 b67
b5 b8
b5 b10
b5 b14
b5 b17
b5 b24
b5 b31
b5 b55
b5 b61
b6 b13
b6 b18
b6 b20
b6 b21
b6 b22
b6 b28
b6 b31
b6 b32
b6 b34
b6 b43
b7 b9
b7 b11
b7 b26
b7 b27
b7 b51
b8 b13
b8 b14
b8 b27
b8 b29
b8 b35
b8 b36
b8 b42
b8 b53
b8 b62
b9 b19
b9 b25
b9 b26
b9 b28
b9 b30
b9 b32
b9 b36
b9 b40
b9 b41
b9 b43
b9 b52
b9 b58
b9 b63
b9 b66
b10 b12
b10 b19
b10 b20
b10 b41
b10 b42
b10 b43
b10 b44
b10 b59
b10 b62
b11 b26
b11 b30
b11 b39
b11 b42
b11 b48
b11 b63
b12 b15
b12 b17
b12 b26
b12 b27
b12 b32
b12 b42
b12 b44
b12 b46
b12 b54
b12 b63
b12 b68
b13 b27
b13 b35
b13 b39
b13 b42
b13 b45
b14 b16
b14 b17
b14 b19
b14 b25
b14 b27
b14 b31
b14 b40
b14 b42
b14 b44
b14 b45
b15 b21
b15 b22
b15 b33
b15 b39
b15 b40
b15 b49
b15 b63
b15 b64
b15 b69
b16 b18
b16 b19
b16 b22
b16 b23
b16 b30
b16 b33
b16 b36
b16 b38
b16 b39
b16 b54
b17 b21
b17 b25
b17 b30
b17 b36
b17 b38
b17 b54
b17 b64
b18 b22
b18 b26
b18 b30
b18 b42
b18 b43
b18 b45
b18 b53
b18 b60
b19 b24
b19 b26
b19 b27
b19 b31
b19 b33
b19 b35
b19 b37
b19 b41
b19 b43
b19 b45
b19 b56
b19 b62
b19 b64
b19 b69
b20 b36
b20 b48
b20 b49
b20 b52
b20 b54
b20 b55
b20 b57
b20 b63
b20 b65
