100 300
a1 a3
a1 a8
a1 a10
a1 a11
a1 a16
a1 a17
a1 a22
a1 a35
a1 a82
a2 a12
a2 a14
a2 a25
a2 a33
a2 a40
a3 a19
a3 a27
a3 a29
a3 a37
a3 a38
a3 a39
a3 a40
a3 a48
a3 a49
a4 a5
a4 a18
a4 a19
a4 a21
a4 a22
a4 a23
a4 a26
a4 a33
a4 a39
a4 a44
a4 a45
a4 a75
a5 a7
a5 a10
a5 a11
a5 a21
a5 a23
a5 a28
a5 a29
a5 a35
a5 a38
a5 a46
a5 a47
a6 a9
a6 a12
a6 a14
a6 a15
a6 a19
a6 a26
a6 a31
a6 a39
a6 a40
a6 a43
a7 a18
a7 a21
a7 a28
a8 a15
a8 a18
a8 a21
a8 a22
a8 a36
a8 a44
a9 a11
a9 a12
a9 a13
a9 a15
a9 a24
a9 a26
a9 a33
a9 a35
a9 a39
a10 a12
a10 a19
a10 a36
a10 a37
a10 a59
a10 a86
a10 a89
a11 a14
a11 a20
a11 a22
a11 a30
a11 a36
a11 a37
a11 a43
a11 a45
a11 a61
a12 a20
a12 a23
a12 a27
a12 a37
a12 a44
a12 a45
a12 a48
a13 a31
a13 a42
a13 a47
a13 a49
a13 a70
a14 a16
a14 a20
a14 a25
a14 a26
a14 a27
a14 a33
a14 a43
a14 a68
a15 a42
a15 a45
a15 a49
a15 a66
a15 a79
a16 a18
a16 a29
a16 a41
a16 a42
a16 a44
a16 a46
a16 a59
a16 a82
a17 a22
a17 a27
a17 a30
a17 a31
a17 a48
a17 a94
a18 a25
a18 a26
a18 a27
a18 a31
a18 a32
a18 a36
a18 a38
a18 a41
a18 a49
a18 a99
a19 a28
a19 a35
a19 a38
a19 a41
a19 a65
a19 a79
a19 a80
a19 a92
a20 a21
a20 a22
a20 a24
a20 a36
a20 a37
a20 a48
a20 a59
a20 a84
a21 a27
a21 a32
a21 a38
a21 a43
a21 a44
a21 a46
a21 a84
a22 a30
a22 a38
a23 a33
a23 a34
a23 a45
a23 a46
a24 a31
a24 a33
a24 a35
a24 a42
a24 a46
a24 a53
a25 a35
a25 a41
a25 a44
a26 a27
a26 a31
a26 a32
a26 a48
a26 a75
a26 a95
a26 a97
a27 a28
