100 300
a1 a2
a1 a31
a1 a37
a1 a38
a1 a39
a1 a46
a1 a49
a1 a87
a1 a98
a2 a3
a2 a6
a2 a9
a2 a20
a2 a23
a2 a45
a2 a47
a2 a99
a3 a5
a3 a19
a3 a22
a3 a33
a3 a34
a3 a42
a3 a45
a3 a49
a3 a80
a3 a85
a4 a9
a4 a11
a4 a13
a4 a17
a4 a27
a4 a31
a4 a39
a4 a40
a5 a13
a5 a26
a5 a32
a5 a47
a5 a68
a6 a13
a6 a23
a6 a24
a6 a28
a6 a39
a6 a47
a7 a8
a7 a21
a7 a24
a7 a32
a7 a33
a7 a41
a7 a46
a7 a56
a7 a88
a8 a24
a8 a26
a8 a28
a8 a30
a8 a38
a8 a42
a8 a76
a9 a19
a9 a26
a9 a27
a9 a29
a9 a30
a9 a39
a9 a47
a10 a19
a10 a20
a10 a23
a10 a31
a10 a33
a10 a44
a10 a47
a10 a48
a11 a19
a11 a26
a11 a27
a11 a29
a11 a39
a11 a41
a12 a19
a12 a21
a12 a28
a12 a31
a12 a32
a12 a39
a12 a46
a12 a47
a13 a15
a13 a20
a13 a27
a13 a29
a13 a90
a14 a16
a14 a17
a14 a18
a14 a26
a14 a32
a14 a36
a14 a37
a14 a38
a14 a43
a14 a89
a15 a17
a15 a20
a15 a25
a15 a30
a15 a37
a16 a19
a16 a25
a16 a35
a16 a44
a16 a46
a16 a90
a16 a95
a17 a24
a17 a29
a17 a33
a17 a41
a17 a88
a18 a34
a18 a35
a18 a40
a18 a46
a19 a24
a19 a31
a19 a38
a19 a39
a19 a45
a19 a48
a19 a75
a19 a90
a20 a23
a20 a36
a20 a39
a20 a40
a20 a67
a20 a79
a21 a32
a21 a48
a21 a49
a22 a26
a22 a30
a22 a33
a22 a36
a22 a43
a22 a45
a22 a47
a22 a48
a22 a83
a23 a24
a23 a26
a23 a27
a23 a39
a23 a42
a23 a48
a23 a81
a24 a25
a24 a26
a24 a34
a24 a35
a24 a36
a24 a39
a24 a42
a24 a47
a24 a68
a24 a80
a25 a28
a25 a31
a25 a37
a25 a39
a25 a41
a25 a47
a25 a55
a26 a28
a26 a31
a26 a36
a26 a37
a26 a38
a27 a76
a28 a36
a28 a41
a28 a75
a28 a87
a28 a92
a29 a30
a29 a31
a29 a47
a29 a48
a29 a55
a29 a63
a30 a31
a30 a32
a30 a38
a30 a70
a31 a45
a31 a80
a32 a34
a32 a36
a32 a46
a32 a53
a32 a94
a33 a36
a33 a46
a33 a47
a33 a97
a34 a37
a34 a39
a34 a42
a34 a47
a34 a49
a35 a36
a35 a37
a35 a67
a36 a45
a36 a47
a36 a48
a36 a92
a37 a39
a37 a43
a37 a46
a37 a49
a37 a53
a37 a67
a37 a90
a38 a46
a39 a41
a40 a42
a40 a44
a41 a44
a41 a45
a42 a44
a42 a45
a42 a74
a44 a45
a44 a46
a44 a96
a45 a46
a45 a89
a46 a60
a46 a70
a47 a61
a47 a65
a47 a67
a47 a70
a47 a76
a49 a95
a53 a60
a53 a85
a53 a96
a54 a58
a54 a85
a54 a96
a55 a65
a55 a77
a55 a85
a55 a86
a56 a80
a57 a72
a57 a80
a59 a69
a59 a94
a60 a69
a60 a84
a61 a65
a61 a66
a61 a85
a61 a94
a63 a67
a64 a72
a64 a73
a64 a86
a64 a88
a65 a86
a66 a73
a68 a90
a69 a93
a69 a100
a70 a80
a71 a91
a72 a89
a72 a90
a72 a93
a73 a88
a74 a81
a75 a81
a77 a93
a78 a95
a80 a85
a80 a86
a80 a91
a80 a95
a81 a85
a84 a96
a87 a99
a88 a90
a88 a98
70 400
b1 b2
b1 b31
b1 b37
b1 b38
b1 b39
b1 b46
b1 b49
b2 b3
b2 b6
b2 b9
b2 b20
b2 b23
b2 b45
b2 b47
b2 b53
b2 b57
b2 b63
b3 b5
b3 b19
b3 b22
b3 b33
b3 b34
b3 b42
b3 b45
b3 b49
b3 b54
b3 b56
b3 b64
b3 b67
b4 b9
b4 b11
b4 b13
b4 b17
b4 b27
b4 b31
b4 b39
b4 b40
b4 b57
b5 b13
b5 b26
b5 b32
b5 b47
b5 b56
b5 b65
b6 b13
b6 b23
b6 b24
b6 b28
b6 b39
b6 b47
b7 b8
b7 b21
b7 b24
b7 b32
b7 b33
b7 b41
b7 b46
b7 b52
b7 b61
b8 b24
b8 b26
b8 b28
b8 b30
b8 b38
b8 b42
b8 b56
b8 b62
b8 b64
b9 b19
b9 b26
b9 b27
b9 b29
b9 b30
b9 b39
b9 b47
b9 b51
b9 b55
b9 b67
b9 b68
b10 b19
b10 b20
b10 b23
b10 b31
b10 b33
b10 b44
b10 b47
b10 b48
b10 b52
b10 b58
b10 b66
b11 b19
b11 b26
b11 b27
b11 b29
b11 b39
b11 b41
b11 b69
b12 b19
b12 b21
b12 b28
b12 b31
b12 b32
b12 b39
b12 b46
b12 b47
b12 b51
b12 b62
b13 b15
b13 b20
b13 b27
b13 b29
b13 b56
b13 b58
b14 b16
b14 b17
b14 b18
b14 b26
b14 b32
b14 b36
b14 b37
b14 b38
b14 b43
b14 b61
b15 b17
b15 b20
b15 b25
b15 b30
b15 b37
b15 b51
b15 b55
b15 b57
b15 b61
b16 b19
b16 b25
b16 b35
b16 b44
b16 b46
b17 b24
b17 b29
b17 b33
b17 b41
b17 b56
b18 b34
b18 b35
b18 b40
b18 b46
b18 b52
b18 b59
b18 b60
b18 b63
b18 b64
b19 b24
b19 b31
b19 b38
b19 b39
b19 b45
b19 b48
b19 b52
b19 b67
b20 b23
b20 b36
b20 b39
b20 b40
b20 b62
b21 b32
b21 b48
b21 b49
b21 b54
b21 b60
b22 b26
b22 b30
b22 b33
b22 b36
b22 b43
b22 b45
b22 b47
b22 b48
b23 b24
b23 b26
b23 b27
b23 b39
b23 b42
b23 b48
b23 b60
b23 b67
b23 b68
b24 b25
b24 b26
b24 b34
b24 b35
b24 b36
b24 b39
b24 b42
b24 b47
b24 b54
b24 b60
b24 b63
b24 b67
b25 b28
b25 b31
b25 b37
b25 b39
b25 b41
b25 b47
b25 b51
b25 b58
b25 b59
b26 b28
b26 b31
b26 b36
b26 b37
b26 b38
b26 b54
b26 b55
b27 b58
b28 b36
b28 b41
b28 b59
b28 b63
b29 b30
b29 b31
b29 b47
b29 b48
b29 b54
b30 b31
b30 b32
b30 b38
b30 b56
b30 b62
b31 b45
b31 b57
b32 b34
b32 b36
b32 b46
b33 b36
b33 b46
b33 b47
b33 b56
b33 b63
b34 b37
b34 b39
b34 b42
b34 b47
b34 b49
b34 b68
b35 b36
b35 b37
b35 b57
b35 b59
b35 b64
b36 b45
b36 b47
b36 b48
b36 b59
b36 b62
b36 b68
b37 b39
b37 b43
b37 b46
b37 b49
b37 b57
b37 b58
b38 b46
b38 b51
b38 b69
b39 b41
b39 b58
b40 b42
b40 b44
b40 b54
b40 b55
b40 b57
b40 b66
b41 b44
b41 b45
b42 b44
b42 b45
b42 b56
b42 b67
b43 b51
b44 b45
b44 b46
b44 b62
b45 b46
b45 b55
b45 b58
b45 b59
b45 b68
b46 b53
b46 b61
b46 b64
b47 b51
b47 b55
b47 b56
b47 b60
b47 b61
b47 b64
b48 b69
b49 b57
b49 b65
b51 b54
b51 b57
b51 b60
b51 b64
b51 b66
b51 b67
b52 b54
b52 b55
b52 b58
b52 b60
b52 b65
b52 b68
b52 b69
b53 b54
b53 b55
b53 b56
b53 b57
b53 b58
b53 b59
b53 b62
b53 b63
b53 b64
b53 b65
b53 b66
b53 b67
b53 b68
b53 b70
b54 b55
b54 b56
b54 b57
b54 b58
b54 b59
b54 b61
b54 b63
b54 b64
b54 b65
b55 b56
b55 b57
b55 b58
b55 b59
b55 b60
b55 b65
b55 b70
b56 b58
b56 b60
b56 b61
b56 b62
b56 b63
b56 b65
b56 b66
b57 b61
b57 b64
b57 b66
b57 b67
b57 b68
b58 b59
b58 b60
b58 b63
b58 b64
b58 b65
b58 b66
b58 b67
b58 b68
b58 b69
b58 b70
b59 b60
b59 b63
b59 b64
b59 b66
b59 b70
b60 b62
b60 b63
b60 b65
b60 b66
b60 b67
b61 b63
b61 b67
b61 b68
b61 b70
b62 b66
b62 b67
b62 b69
b63 b64
b63 b66
b63 b70
b64 b66
b64 b68
b64 b69
b64 b70
b65 b66
b65 b68
b65 b70
b66 b67
b66 b69
b66 b70
b67 b68
b67 b69
b67 b70
b68 b69
b68 b70
