100 300
a1 a2
a1 a9
a1 a14
a1 a25
a1 a26
a1 a30
a1 a37
a1 a39
a1 a40
a1 a41
a1 a42
a1 a83
a2 a9
a2 a10
a2 a11
a2 a22
a2 a38
a2 a41
a2 a43
a2 a48
a2 a61
a2 a70
a3 a5
a3 a12
a3 a14
a3 a18
a3 a24
a3 a63
a4 a9
a4 a11
a4 a29
a4 a49
a4 a75
a5 a13
a5 a29
a5 a37
a5 a41
a5 a43
a5 a46
a6 a17
a6 a31
a6 a33
a6 a38
a6 a44
a6 a46
a7 a8
a7 a10
a7 a12
a7 a14
a7 a16
a7 a18
a7 a24
a7 a32
a7 a35
a7 a38
a7 a39
a7 a46
a8 a18
a8 a25
a8 a48
a9 a11
a9 a24
a9 a28
a9 a30
a9 a31
a9 a35
a9 a62
a10 a17
a10 a19
a10 a25
a10 a29
a10 a30
a10 a35
a10 a40
a10 a43
a10 a44
a10 a47
a11 a15
a11 a16
a11 a19
a11 a24
a11 a30
a11 a37
a11 a41
a11 a45
a12 a22
a12 a24
a12 a26
a12 a32
a12 a38
a12 a42
a12 a44
a12 a85
a13 a19
a13 a22
a13 a23
a13 a24
a13 a25
a13 a26
a13 a28
a13 a32
a13 a34
a13 a43
a13 a46
a13 a77
a13 a99
a14 a23
a14 a25
a14 a27
a14 a33
a14 a34
a14 a37
a14 a42
a14 a95
a15 a28
a15 a31
a15 a36
a15 a39
a15 a43
a15 a44
a15 a57
a16 a25
a16 a27
a16 a29
a16 a30
a16 a43
a16 a45
a16 a47
a16 a49
a16 a95
a17 a20
a17 a22
a17 a27
a17 a29
a17 a37
a17 a54
a18 a31
a18 a32
a18 a44
a18 a68
a18 a98
a19 a23
a19 a26
a19 a41
a19 a45
a19 a94
a20 a30
a20 a32
a20 a34
a20 a36
a20 a37
a20 a41
a20 a45
a20 a58
a21 a22
a21 a28
a21 a35
a21 a44
a21 a68
a22 a26
a22 a29
a22 a31
a22 a46
a22 a54
a23 a32
a23 a35
a24 a27
a24 a35
a24 a39
a24 a43
a24 a66
a24 a76
a24 a86
a25 a35
a25 a99
a26 a35
a26 a37
a26 a38
a26 a39
a26 a42
a26 a43
a26 a45
a26 a59
a27 a62
a28 a29
a28 a31
a28 a38
a28 a43
a28 a44
a28 a47
a28 a69
a29 a37
a29 a45
a29 a48
a29 a53
a29 a89
a30 a42
a30 a44
a30 a65
a31 a40
a31 a42
a31 a43
a31 a46
a31 a48
a31 a49
a31 a59
a31 a60
a32 a35
a32 a37
a32 a41
a32 a49
a32 a57
a32 a94
a33 a44
a33 a46
a33 a71
a33 a92
a34 a35
a34 a39
a34 a43
a35 a37
a35 a38
a35 a85
a36 a38
a36 a44
a39 a54
a40 a44
a41 a45
a41 a46
a41 a47
a41 a88
a41 a91
a42 a47
a42 a49
a43 a44
a43 a71
a44 a45
a44 a79
a44 a97
a45 a46
a45 a49
a45 a69
a45 a88
a46 a83
a46 a84
a47 a49
a47 a55
a47 a91
a48 a69
a48 a79
a51 a80
a52 a54
a52 a84
a53 a65
a53 a68
a54 a87
a54 a91
a55 a82
a55 a89
a55 a95
a56 a74
a56 a89
a56 a97
a57 a60
a57 a90
a59 a90
a59 a98
a60 a96
a61 a76
a61 a83
a62 a78
a62 a86
a62 a93
a64 a73
a64 a98
a65 a67
a65 a71
a66 a75
a66 a78
a66 a79
a67 a87
a68 a81
a69 a88
a69 a91
a70 a72
a70 a82
a71 a100
a72 a74
a72 a85
a73 a99
a75 a94
a76 a81
a77 a91
a82 a99
a83 a86
a86 a97
a87 a93
a87 a97
a93 a96
a93 a99
70 400
b1 b2
b1 b9
b1 b14
b1 b25
b1 b26
b1 b30
b1 b37
b1 b39
b1 b40
b1 b41
b1 b42
b1 b51
b1 b56
b1 b66
b1 b68
b2 b9
b2 b10
b2 b11
b2 b22
b2 b38
b2 b41
b2 b43
b2 b48
b2 b53
b2 b64
b3 b5
b3 b12
b3 b14
b3 b18
b3 b24
b3 b54
b3 b66
b4 b9
b4 b11
b4 b29
b4 b49
b4 b56
b4 b62
b5 b13
b5 b29
b5 b37
b5 b41
b5 b43
b5 b46
b5 b51
b5 b52
b5 b60
b6 b17
b6 b31
b6 b33
b6 b38
b6 b44
b6 b46
b6 b57
b6 b60
b6 b62
b6 b66
b7 b8
b7 b10
b7 b12
b7 b14
b7 b16
b7 b18
b7 b24
b7 b32
b7 b35
b7 b38
b7 b39
b7 b46
b7 b53
b7 b65
b8 b18
b8 b25
b8 b48
