100 300
a1 a3
a1 a8
a1 a14
a1 a18
a1 a24
a1 a25
a1 a37
a1 a48
a1 a92
a2 a6
a2 a11
a2 a14
a2 a15
a2 a21
a2 a26
a2 a27
a2 a28
a2 a96
a3 a10
a3 a13
a3 a16
a3 a25
a3 a28
a3 a36
a3 a44
a3 a48
a3 a78
a4 a8
a4 a9
a4 a12
a4 a15
a4 a21
a4 a26
a4 a31
a4 a36
a4 a40
a4 a61
a4 a63
a5 a10
a5 a19
a5 a21
a5 a22
a5 a23
a5 a32
a5 a34
a5 a49
a5 a94
a6 a7
a6 a12
a6 a16
a6 a18
a6 a19
a6 a23
a6 a32
a6 a33
a6 a35
a6 a38
a6 a45
a6 a47
a6 a60
a7 a24
a7 a26
a7 a38
a7 a39
a7 a46
a7 a48
a7 a61
a8 a13
a8 a25
a8 a26
a8 a30
a8 a35
a8 a38
a8 a42
a8 a43
a8 a85
a9 a13
a9 a15
a9 a20
a9 a26
a9 a27
a9 a35
a9 a36
a9 a37
a9 a44
a9 a66
a9 a74
a10 a11
a10 a17
a10 a25
a10 a26
a10 a29
a10 a39
a10 a49
a11 a12
a11 a15
a11 a17
a11 a24
a11 a35
a11 a37
a11 a39
a11 a42
a11 a44
a11 a45
a11 a48
a11 a84
a11 a95
a12 a15
a12 a16
a12 a19
a12 a21
a12 a23
a12 a25
a12 a38
a12 a43
a12 a46
a12 a49
a12 a62
a12 a85
a12 a86
a13 a19
a13 a24
a13 a28
a13 a35
a13 a37
a13 a45
a13 a47
a13 a76
a14 a15
a14 a20
a14 a22
a14 a38
a14 a44
a14 a46
a15 a17
a15 a40
a15 a41
a15 a54
a15 a89
a15 a92
a16 a17
a16 a22
a16 a26
a16 a27
a16 a31
a16 a34
a16 a35
a16 a37
a17 a23
a17 a57
a17 a60
a18 a19
a18 a32
a18 a33
a18 a39
a19 a26
a19 a27
a19 a29
a19 a47
a19 a76
a20 a24
a20 a35
a20 a41
a20 a45
a20 a60
a21 a25
a21 a28
a21 a39
a21 a40
a21 a47
a21 a65
a21 a75
a22 a25
a22 a30
a22 a34
a22 a90
a23 a25
a23 a47
a23 a48
a24 a29
a24 a30
a24 a32
a24 a40
a24 a43
a24 a49
