100 300
a1 a3
a1 a10
a1 a16
a1 a26
a1 a33
a1 a37
a1 a43
a1 a44
a1 a87
a2 a3
a2 a20
a2 a24
a2 a28
a2 a33
a2 a40
a2 a73
a2 a79
a3 a4
a3 a12
a3 a18
a3 a21
a3 a24
a3 a28
a3 a48
a4 a5
a4 a14
a4 a25
a4 a33
a4 a38
a4 a45
a5 a9
a5 a10
a5 a14
a5 a18
a5 a27
a5 a34
a5 a47
a5 a49
a6 a13
a6 a38
a6 a43
a6 a44
a6 a49
a6 a70
a6 a82
a7 a12
a7 a23
a7 a33
a7 a38
a7 a70
a7 a85
a8 a9
a8 a22
a8 a43
a8 a45
a8 a76
a9 a20
a9 a22
a9 a39
a9 a43
a9 a57
a9 a98
a10 a11
a10 a18
a10 a19
a10 a22
a10 a23
a10 a25
a10 a31
a10 a33
a10 a37
a10 a39
a10 a40
a10 a42
a10 a47
a10 a48
a10 a85
a11 a25
a11 a26
a11 a27
a11 a28
a11 a33
a11 a39
a11 a49
a11 a55
a11 a68
a12 a21
a12 a23
a12 a33
a12 a39
a12 a44
a12 a49
a12 a63
a12 a98
a13 a14
a13 a30
a13 a42
a13 a46
a13 a48
a13 a49
a13 a81
a13 a87
a14 a16
a14 a18
a14 a22
a14 a23
a14 a24
a14 a27
a14 a36
a14 a42
a14 a77
a14 a81
a15 a21
a15 a23
a15 a27
a15 a30
a15 a34
a15 a44
a15 a45
a15 a47
a15 a62
a15 a74
a16 a18
a16 a29
a16 a33
a16 a35
a16 a39
a16 a41
a16 a45
a16 a46
a17 a23
a17 a28
a17 a44
a17 a45
a18 a19
a18 a20
a18 a22
a18 a28
a18 a37
a18 a45
a19 a20
a19 a26
a19 a29
a19 a31
a19 a35
a20 a32
a20 a34
a20 a37
a20 a40
a20 a46
a21 a22
a21 a27
a21 a29
a21 a34
a21 a45
a21 a68
a22 a26
a22 a28
a22 a37
a22 a39
a22 a43
a23 a27
a23 a30
a23 a32
a23 a39
a23 a40
a23 a48
a24 a26
a24 a32
a24 a35
a24 a36
a24 a37
a24 a38
a24 a70
a24 a83
a25 a26
a25 a32
a25 a39
a25 a41
a25 a42
a25 a47
a25 a64
a26 a29
a26 a34
a26 a40
a26 a47
a26 a74
a26 a94
a27 a32
a27 a44
a27 a90
a28 a33
a28 a36
a28 a39
a28 a41
a28 a45
a28 a47
a28 a73
a28 a96
a29 a89
a30 a32
a30 a40
a30 a44
a30 a46
a30 a47
a30 a68
a31 a36
a32 a35
a32 a39
a32 a44
a32 a49
a33 a34
a33 a44
a33 a46
a33 a47
a33 a78
a33 a80
a34 a37
a34 a47
a34 a49
a34 a77
a35 a36
a35 a46
a35 a80
a36 a44
a37 a38
a37 a39
a37 a53
a38 a39
a38 a44
a38 a69
a39 a43
a39 a47
a39 a83
a39 a96
a40 a47
a40 a69
a41 a48
a42 a43
a42 a45
a42 a95
a43 a80
a45 a47
a46 a96
a47 a79
a48 a53
a49 a51
a49 a57
a49 a59
a49 a87
a51 a72
a51 a75
a52 a66
a52 a83
a52 a97
a53 a84
a53 a100
a54 a83
a54 a90
a54 a96
a55 a92
a55 a100
a56 a66
a56 a76
a57 a92
a58 a99
a59 a71
a59 a91
a60 a86
a62 a84
a62 a90
a63 a91
a63 a94
a64 a66
a64 a68
a64 a83
a66 a86
a67 a72
a68 a77
a69 a92
a70 a76
a71 a100
a73 a86
a75 a79
a75 a97
a75 a99
a76 a79
a76 a89
a76 a93
a79 a81
a79 a97
a82 a100
a83 a100
a86 a90
a87 a97
a88 a89
a90 a91
a96 a97
a97 a99
a99 a100
70 400
b1 b3
b1 b10
b1 b16
b1 b26
b1 b33
b1 b37
b1 b43
b1 b44
b1 b52
b1 b61
b1 b65
b1 b66
b2 b3
b2 b20
b2 b24
b2 b28
b2 b33
b2 b40
b2 b62
b2 b64
b2 b65
b3 b4
b3 b12
b3 b18
b3 b21
b3 b24
b3 b28
b3 b48
b3 b51
b4 b5
b4 b14
b4 b25
b4 b33
b4 b38
b4 b45
b4 b58
b4 b68
b5 b9
b5 b10
b5 b14
b5 b18
b5 b27
b5 b34
