2465 6465 2.68425e-05
2454 5966 9.14842e-08
437 3437 4.28101e-05
651 3651 3.74669e-05
1458 4695 3.77911e-05
962 3962 3.76344e-05
1946 3536 4.06591e-07
370 3370 3.76175e-05
538 3538 3.76456e-05
2975 6975 4.33128e-05
2292 3127 3.7973e-05
697 4252 3.74292e-05
642 3642 4.76271e-05
1841 3980 3.69746e-05
591 3591 3.75954e-05
2014 3434 3.72164e-05
1722 3991 6.79011e-08
1770 5078 2.49503e-05
404 3379 3.722e-05
1601 4931 5.44515e-05
424 3424 3.84583e-05
1436 6466 1.50986e-07
1063 5605 2.46047e-05
1232 3824 8.76621e-07
2255 5752 6.33659e-08
1866 5848 2.63112e-05
789 3789 3.3175e-05
1234 3983 2.86898e-05
2640 6714 3.76764e-05
860 4372 4.12629e-05
177 3177 4.32473e-05
1324 5469 1.13253e-07
1898 5631 1.81281e-07
2950 4877 9.86179e-06
2157 6043 6.33659e-08
1620 5657 1.61871e-07
494 3494 4.26287e-05
1592 4123 4.76744e-05
273 6145 9.23913e-08
217 3217 3.579e-05
1042 4042 3.94341e-05
525 3525 4.46794e-05
886 4194 3.67718e-05
1974 3161 1.93344e-05
1060 4060 5.5602e-05
643 4281 2.07296e-05
1754 4626 6.33659e-08
277 3277 3.82851e-05
2692 3715 3.21814e-05
1947 6883 7.7612e-07
31 3031 3.75239e-05
941 3941 3.79652e-05
1120 3220 9.83335e-05
1334 6553 2.61069e-05
2280 4514 6.28296e-06
714 3714 3.76333e-05
353 3353 3.74167e-05
2184 4154 6.33659e-08
282 5813 6.92633e-05
1385 3977 3.90733e-05
561 5009 3.85753e-05
142 3142 3.12441e-05
416 3416 2.96765e-05
2596 4331 1.47902e-07
2948 4560 3.74432e-05
519 4471 3.49704e-05
2077 3678 2.31338e-06
272 3272 3.76086e-05
758 3758 3.79995e-05
441 5635 3.60418e-05
2542 4926 3.24882e-05
2025 6949 3.64447e-05
1476 5253 3.54711e-05
1789 3978 7.62459e-08
1668 4295 5.0701e-05
405 3405 4.06314e-05
1390 4390 0.000585339
468 5151 3.74999e-05
1361 5588 3.11938e-06
828 4101 2.45004e-05
2364 6364 3.69557e-05
970 5313 1.97051e-06
876 3876 4.32669e-05
1507 3537 3.19314e-05
2408 6408 4.18552e-05
2052 5779 0.000184967
1860 4506 6.88709e-05
896 4833 0.000123674
2260 5579 3.67767e-05
2512 6512 6.15446e-05
2665 4261 5.04705e-05
1435 5073 7.26177e-08
2094 5704 7.47946e-08
2224 5224 3.74656e-05
1750 3672 3.30059e-05
2685 5129 3.73907e-05
867 3867 1.63602e-05
1030 4030 6.74481e-05
2905 6905 2.37989e-05
1298 4118 4.14167e-05
2009 5932 3.55697e-05
665 3665 3.878e-05
2461 6417 3.75763e-05
505 3505 3.74346e-05
1149 3793 1.84281e-05
2223 3270 2.08998e-05
2853 4489 2.76796e-05
2365 6365 2.67099e-05
558 5789 4.68359e-05
2802 6802 3.7474e-05
130 3130 3.81826e-05
1173 5495 1.15853e-06
2784 4476 1.97245e-07
1021 4021 0.000446598
1915 5481 5.2306e-05
255 3255 3.11949e-05
2169 5617 3.77944e-05
1053 4053 3.73777e-05
1678 5169 2.53062e-05
892 3892 3.87283e-05
1695 5414 6.59056e-08
1696 3902 3.28098e-05
498 3498 3.73777e-05
1460 3860 3.78686e-05
2027 3774 6.77615e-07
2124 4672 7.37062e-08
2218 5282 2.34961e-05
407 3407 3.59636e-05
129 6210 1.65136e-07
2129 6950 3.60697e-05
2949 4273 6.33659e-08
610 3610 2.5907e-05
123 5126 4.16785e-05
1523 5607 9.31169e-08
2906 6906 6.33904e-05
910 3910 3.00137e-05
894 3894 0.000359184
328 3328 3.75464e-05
477 3477 3.83798e-05
1316 6020 1.35567e-07
2783 4257 6.33659e-08
897 3897 3.15878e-05
1706 4999 2.47634e-05
1917 3252 3.75654e-05
813 3813 0.000129108
2217 5083 2.03776e-07
2831 6831 3.75106e-05
211 3211 4.19537e-05
2714 4943 1.01099e-07
2450 4858 4.62293e-05
1051 4597 5.04072e-05
1325 5405 4.11814e-05
722 3722 3.88997e-05
1588 3918 3.62459e-05
1151 6099 3.59636e-05
0 6070 1.90336e-05
2298 6006 6.55428e-08
1136 4700 1.69187e-06
1600 4202 7.09906e-07
2121 3840 6.33659e-08
2661 5486 6.33659e-08
769 3769 5.02025e-05
2679 3484 1.96894e-05
2097 3415 2.36427e-05
193 3193 3.62194e-05
447 6330 1.84745e-05
764 3764 1.87015e-05
205 3454 3.14815e-05
535 5919 3.23218e-05
2316 5874 0.000143185
1966 6534 1.78742e-07
1061 4061 3.1926e-05
880 3880 3.79703e-05
669 3669 3.78216e-05
2680 6680 3.75065e-05
1544 5622 1.10351e-07
2397 6397 5.9971e-05
1587 4543 7.2894e-05
2238 5357 2.54419e-05
2740 4437 3.96474e-05
2478 5202 5.05218e-05
1875 3583 3.22663e-05
704 3704 3.85291e-05
2006 4855 2.93953e-05
2200 5138 1.99604e-07
2239 3104 3.74983e-05
64 3064 3.76373e-05
1052 4052 3.76175e-05
1327 3098 3.32626e-05
1761 3579 3.65559e-05
2854 6854 0.000283785
2673 4822 5.3758e-05
2929 3201 2.09687e-05
316 4637 1.13216e-05
2595 6595 3.76044e-05
1475 5920 3.41589e-05
2674 6674 4.92271e-05
2532 4164 7.2375e-05
2241 5390 3.85165e-05
1499 5170 3.84101e-05
719 3719 3.77196e-05
62 3062 4.54678e-05
1144 6024 4.06925e-05
2189 6063 6.33659e-08
1279 5097 4.82896e-05
1708 5751 6.55428e-08
2120 3551 3.54477e-05
1887 4908 3.88512e-05
1524 3240 6.33659e-08
109 4873 4.47548e-05
1595 4861 3.49865e-05
2518 6518 2.94231e-05
65 5595 3.74442e-05
1017 4017 2.81266e-05
2204 4310 4.0034e-05
310 6190 3.81252e-05
1171 5938 6.33659e-08
1287 3906 2.15002e-05
1814 5332 2.1882e-06
360 5059 6.42292e-05
807 3807 4.6348e-05
1350 4593 9.87406e-08
58 3058 4.58213e-05
283 3283 3.87177e-05
448 3448 4.35407e-05
2832 6832 3.90542e-05
2809 5826 1.52256e-07
306 3306 3.99867e-05
1657 4156 1.167e-07
2265 5634 4.0095e-05
2697 4183 6.33659e-08
699 6500 7.53389e-08
2808 5231 8.6949e-08
2251 5247 1.61145e-07
1074 4074 3.89507e-05
392 3392 3.74092e-05
232 3232 3.76539e-05
2558 6558 3.32131e-05
963 3963 3.73797e-05
999 3999 2.14455e-05
1031 4031 3.76917e-05
1217 6094 1.49958e-06
2140 4094 2.80291e-05
2013 4180 3.84124e-05
