133 4509 5.63678e-05
0 3000 9.25408e-05
1246 6485 1.03061e-05
343 3942 6.69337e-05
133 5733 5.7949e-05
2698 3894 5.46228e-05
133 5849 5.92387e-05
0 4166 8.94597e-05
2201 5977 2.66658e-05
2881 3843 2.89845e-05
0 5748 8.67848e-05
2571 3395 9.25408e-05
0 6254 8.69333e-05
695 3695 9.25408e-05
516 3018 1.67384e-05
184 6272 8.44686e-05
2395 4065 4.8835e-05
2699 4671 7.76931e-05
327 6115 2.64658e-05
225 3445 1.72731e-05
1629 6448 2.29317e-05
1455 4299 8.55234e-05
2699 6699 8.01767e-05
2571 4437 8.93378e-05
1455 4553 8.52226e-05
2744 5023 5.92134e-05
1455 4678 8.5608e-05
1455 4702 8.30224e-05
695 5874 8.81786e-05
1455 4970 8.27158e-05
538 5689 7.76632e-05
225 6255 8.94298e-05
1455 6729 8.56614e-05
391 3206 6.14353e-05
2866 3701 1.83865e-05
389 3637 3.58075e-05
776 3947 2.86661e-05
2040 3116 8.95195e-05
2300 4090 6.77537e-05
527 3816 7.17511e-05
1308 3311 1.21888e-05
566 4753 3.21218e-05
360 4308 5.31479e-05
695 5768 9.25258e-05
2413 3914 4.94534e-05
1308 3265 9.11937e-05
1853 6849 9.19525e-05
1093 4093 9.25408e-05
887 3887 9.25408e-05
391 4418 5.93046e-05
2040 6723 6.81716e-05
391 6032 6.25453e-05
1458 6191 3.84254e-05
391 6039 6.19112e-05
2387 6387 9.25408e-05
2111 5319 2.93477e-05
1813 5993 3.83862e-05
796 3796 9.25408e-05
2111 6012 2.94854e-05
963 3602 9.25408e-05
2627 4618 6.43938e-05
2074 3990 3.52112e-05
811 5889 6.35974e-05
2627 5588 6.27988e-05
963 6043 9.16355e-05
1286 3691 1.9548e-05
2319 5900 3.55695e-05
391 4427 6.03803e-05
2319 5916 1.72852e-05
1720 5906 1.33003e-05
391 6017 6.13712e-05
2319 4549 4.72461e-05
2319 6913 4.7257e-05
1130 4747 5.52363e-05
2300 4362 6.30448e-05
1130 4898 5.22368e-05
2300 5948 6.3209e-05
119 3119 8.32178e-05
26 3026 9.25408e-05
2300 6959 6.30779e-05
1632 5001 8.78206e-05
2040 4608 9.22075e-05
2040 6126 9.20222e-05
934 4161 8.95418e-05
2421 5054 2.22643e-05
26 5429 9.05589e-05
912 3888 5.92209e-05
