2542 6542 5.29058e-05
0 3000 6.06291e-05
1394 6115 4.19497e-05
1745 3492 2.58802e-05
203 3203 5.16347e-05
1579 5676 2.28971e-07
2730 6730 4.33284e-05
499 3499 5.15387e-05
566 3566 3.58961e-05
235 3235 4.79805e-05
1965 6235 4.81929e-07
554 4377 1.68744e-06
488 3488 4.65477e-05
2847 3918 3.27647e-05
2123 5670 8.95777e-08
1434 4434 4.65223e-05
1566 5660 1.72369e-05
1005 5472 4.11142e-05
138 3138 5.81802e-05
351 3351 4.38694e-05
937 3937 4.44863e-05
557 3557 4.25581e-05
2511 6511 5.13455e-05
1710 6225 1.14509e-07
595 3595 3.70692e-05
2448 6210 3.43876e-05
2197 5857 9.45358e-07
216 3216 5.8536e-05
697 3697 4.19094e-05
1504 6193 2.16097e-05
2003 5226 4.08912e-05
2595 6576 9.56406e-06
1132 5297 2.86298e-06
1377 6532 4.05385e-05
1034 4034 5.0506e-05
1768 4127 6.07729e-06
2379 6379 4.79253e-05
2724 6724 3.46393e-05
1343 4708 4.846e-05
1799 5736 1.6492e-07
2098 4913 4.36289e-07
46 3046 3.02273e-05
743 3743 4.84377e-05
2156 5156 4.26458e-05
1146 4395 3.54604e-05
2694 6694 2.42594e-05
1428 5318 2.68396e-05
1036 5979 4.41806e-07
1898 5024 1.36346e-07
2258 5557 4.39157e-05
930 5581 4.77326e-05
1783 4367 4.33068e-05
1228 6039 3.47475e-05
2976 6976 4.96287e-05
2137 4577 1.53346e-07
1910 4289 9.29296e-08
362 3362 4.92047e-05
1109 4109 4.43756e-05
874 3874 4.42468e-05
1468 4468 4.59929e-05
1180 5207 4.45602e-05
1714 6288 2.47497e-07
1604 5485 2.00906e-06
1835 6243 3.83708e-05
2329 5342 2.1855e-05
542 3542 5.64754e-05
1615 5803 4.22516e-06
2481 4718 4.67626e-07
875 3875 5.88547e-05
95 3095 4.73178e-05
2785 4146 7.91762e-06
2648 6648 2.86891e-05
24 3024 6.25913e-05
2063 4436 2.31718e-05
401 3401 3.57236e-05
1747 5482 1.0759e-07
585 4783 4.94161e-06
2580 5594 4.13883e-05
910 3910 4.74784e-05
2171 4366 2.28017e-07
2052 4213 4.07166e-05
1091 4091 5.22347e-05
2756 3441 4.23446e-05
1273 4232 1.00742e-06
175 3175 5.68914e-05
502 3502 1.36193e-05
1597 6138 9.28135e-08
1895 6096 2.48825e-07
185 6030 2.62453e-05
1119 4298 4.21901e-05
2613 6613 4.5729e-05
2988 6988 5.45943e-05
1726 3185 7.33626e-07
1582 5494 4.29784e-05
1815 5587 1.04918e-07
983 3983 3.36708e-05
123 3123 4.64399e-05
720 3720 5.37851e-05
2144 4259 7.76836e-07
1532 5544 2.04515e-05
433 3433 2.43354e-05
64 3064 4.7134e-05
2205 5580 1.16783e-07
