50 200
a1 a16
a1 a20
a1 a29
a1 a30
a1 a32
a1 a41
a1 a42
a2 a13
a2 a22
a2 a24
a2 a29
a2 a31
a2 a32
a2 a36
a2 a38
a2 a44
a3 a13
a3 a29
a3 a36
a3 a44
a3 a46
a4 a5
a4 a7
a4 a9
a4 a10
a4 a15
a4 a17
a4 a21
a4 a30
a4 a32
a4 a34
a4 a36
a4 a39
a4 a40
a4 a41
a4 a43
a4 a46
a5 a19
a5 a23
a5 a24
a5 a26
a5 a27
a5 a28
a5 a38
a6 a9
a6 a11
a6 a13
a6 a18
a6 a24
a6 a27
a6 a36
a6 a39
a6 a41
a6 a44
a7 a10
a7 a19
a7 a39
a7 a40
a7 a46
a7 a47
a8 a13
a8 a17
a8 a27
a8 a28
a8 a31
a8 a42
a8 a43
a9 a19
a9 a21
a9 a22
a9 a23
a9 a40
a9 a45
a10 a12
a10 a13
a10 a16
a10 a19
a10 a39
a10 a42
a10 a47
a11 a18
a11 a20
a11 a22
a11 a32
a11 a33
a11 a34
a11 a45
a12 a26
a12 a30
a12 a31
a12 a32
a12 a40
a12 a43
a12 a44
a13 a17
a13 a18
a13 a37
a13 a41
a13 a48
a14 a15
a14 a20
a14 a26
a14 a28
a14 a39
a14 a40
a14 a44
a15 a35
a15 a43
a16 a18
a16 a20
a16 a25
a16 a26
a16 a39
a16 a41
a17 a18
a17 a25
a17 a32
a17 a37
a17 a41
a17 a43
a17 a44
a17 a48
a17 a49
a18 a23
a18 a31
a18 a37
a18 a49
a19 a21
a19 a22
a19 a25
a19 a35
a19 a43
a20 a22
a20 a28
a20 a29
a20 a34
a20 a35
a20 a47
a20 a49
a21 a24
a21 a34
a22 a23
a22 a28
a22 a37
a23 a30
a23 a31
a23 a32
a23 a49
a24 a30
a24 a48
a25 a26
a25 a29
a25 a41
a25 a46
a26 a33
a26 a40
a26 a45
a27 a45
a27 a47
a28 a35
a28 a39
a28 a41
a28 a49
a29 a36
a29 a39
a29 a41
a29 a45
a30 a35
a30 a39
a30 a41
a30 a48
a31 a33
a33 a40
a33 a47
a33 a48
a34 a36
a34 a47
a34 a49
a35 a37
a35 a39
a35 a42
a35 a44
a35 a45
a36 a44
a36 a47
a38 a41
a38 a47
a39 a45
a39 a46
a39 a47
a39 a49
a40 a43
a41 a44
a41 a45
a41 a49
a44 a46
a45 a47
a46 a47
a46 a48
a47 a49
