50 200
a1 a8
a1 a12
a1 a14
a1 a26
a1 a28
a1 a33
a1 a35
a1 a37
a1 a41
a1 a47
a1 a49
a2 a25
a2 a31
a2 a32
a2 a33
a2 a45
a2 a48
a3 a6
a3 a13
a3 a15
a3 a24
a3 a26
a3 a32
a3 a36
a4 a7
a4 a8
a4 a10
a4 a18
a4 a25
a4 a49
a5 a8
a5 a10
a5 a14
a5 a17
a5 a24
a5 a31
a6 a13
a6 a18
a6 a20
a6 a21
a6 a22
a6 a28
a6 a31
a6 a32
a6 a34
a6 a43
a7 a9
a7 a11
a7 a26
a7 a27
a8 a13
a8 a14
a8 a27
a8 a29
a8 a35
a8 a36
a8 a42
a9 a19
a9 a25
a9 a26
a9 a28
a9 a30
a9 a32
a9 a36
a9 a40
a9 a41
a9 a43
a10 a12
a10 a19
a10 a20
a10 a41
a10 a42
a10 a43
a10 a44
a11 a26
a11 a30
a11 a39
a11 a42
a11 a48
a12 a15
a12 a17
a12 a26
a12 a27
a12 a32
a12 a42
a12 a44
a12 a46
a13 a27
a13 a35
a13 a39
a13 a42
a13 a45
a14 a16
a14 a17
a14 a19
a14 a25
a14 a27
a14 a31
a14 a40
a14 a42
a14 a44
a14 a45
a15 a21
a15 a22
a15 a33
a15 a39
a15 a40
a15 a49
a16 a18
a16 a19
a16 a22
a16 a23
a16 a30
a16 a33
a16 a36
a16 a38
a16 a39
a17 a21
a17 a25
a17 a30
a17 a36
a17 a38
a18 a22
a18 a26
a18 a30
a18 a42
a18 a43
a18 a45
a19 a24
a19 a26
a19 a27
a19 a31
a19 a33
a19 a35
a19 a37
a19 a41
a19 a43
a19 a45
a20 a36
a20 a48
a20 a49
a21 a23
a21 a25
a21 a28
a21 a29
a21 a36
a21 a40
a21 a42
a21 a46
a21 a47
a22 a23
a22 a40
a23 a45
a23 a47
a23 a49
a24 a27
a24 a33
a24 a41
a24 a42
a25 a33
a25 a37
a25 a38
a25 a48
a26 a28
a26 a33
a26 a36
a26 a43
a26 a47
a27 a28
a27 a45
a27 a48
a28 a30
a28 a43
a28 a49
a29 a32
a29 a37
a29 a38
a30 a34
a30 a36
a30 a47
a31 a39
a31 a43
a31 a48
a32 a42
a33 a35
a33 a39
a33 a41
a33 a48
a34 a40
a34 a41
a35 a41
a35 a46
a35 a47
a36 a38
a36 a40
a37 a38
a39 a45
a40 a43
a41 a48
a43 a47
