50 200
a1 a2
a1 a31
a1 a37
a1 a38
a1 a39
a1 a46
a1 a49
a2 a3
a2 a6
a2 a9
a2 a20
a2 a23
a2 a45
a2 a47
a3 a5
a3 a19
a3 a22
a3 a33
a3 a34
a3 a42
a3 a45
a3 a49
a4 a9
a4 a11
a4 a13
a4 a17
a4 a27
a4 a31
a4 a39
a4 a40
a5 a13
a5 a26
a5 a32
a5 a47
a6 a13
a6 a23
a6 a24
a6 a28
a6 a39
a6 a47
a7 a8
a7 a21
a7 a24
a7 a32
a7 a33
a7 a41
a7 a46
a8 a24
a8 a26
a8 a28
a8 a30
a8 a38
a8 a42
a9 a19
a9 a26
a9 a27
a9 a29
a9 a30
a9 a39
a9 a47
a10 a19
a10 a20
a10 a23
a10 a31
a10 a33
a10 a44
a10 a47
a10 a48
a11 a19
a11 a26
a11 a27
a11 a29
a11 a39
a11 a41
a12 a19
a12 a21
a12 a28
a12 a31
a12 a32
a12 a39
a12 a46
a12 a47
a13 a15
a13 a20
a13 a27
a13 a29
a14 a16
a14 a17
a14 a18
a14 a26
a14 a32
a14 a36
a14 a37
a14 a38
a14 a43
a15 a17
a15 a20
a15 a25
a15 a30
a15 a37
a16 a19
a16 a25
a16 a35
a16 a44
a16 a46
a17 a24
a17 a29
a17 a33
a17 a41
a18 a34
a18 a35
a18 a40
a18 a46
a19 a24
a19 a31
a19 a38
a19 a39
a19 a45
a19 a48
a20 a23
a20 a36
a20 a39
a20 a40
a21 a32
a21 a48
a21 a49
a22 a26
a22 a30
a22 a33
a22 a36
a22 a43
a22 a45
a22 a47
a22 a48
a23 a24
a23 a26
a23 a27
a23 a39
a23 a42
a23 a48
a24 a25
a24 a26
a24 a34
a24 a35
a24 a36
a24 a39
a24 a42
a24 a47
a25 a28
a25 a31
a25 a37
a25 a39
a25 a41
a25 a47
a26 a28
a26 a31
a26 a36
a26 a37
a26 a38
a28 a36
a28 a41
a29 a30
a29 a31
a29 a47
a29 a48
a30 a31
a30 a32
a30 a38
a31 a45
a32 a34
a32 a36
a32 a46
a33 a36
a33 a46
a33 a47
a34 a37
a34 a39
a34 a42
a34 a47
a34 a49
a35 a36
a35 a37
a36 a45
a36 a47
a36 a48
a37 a39
a37 a43
a37 a46
a37 a49
a38 a46
a39 a41
a40 a42
a40 a44
a41 a44
a41 a45
a42 a44
a42 a45
a44 a45
a44 a46
a45 a46
