140 346
a1 a4
a1 a10
a1 a15
a1 a28
a1 a31
a1 a33
a1 a37
a1 a49
a1 a89
a2 a5
a2 a14
a2 a23
a2 a29
a2 a39
a2 a40
a2 a41
a2 a47
a2 a49
a3 a5
a3 a10
a3 a15
a3 a17
a3 a20
a3 a26
a3 a37
a3 a38
a3 a43
a3 a91
a4 a6
a4 a12
a4 a15
a4 a17
a4 a24
a4 a25
a4 a27
a4 a29
a4 a30
a4 a37
a4 a42
a4 a43
a4 a56
a4 a73
a4 a79
a5 a8
a5 a18
a5 a21
a5 a26
a5 a27
a5 a35
a5 a40
a5 a45
a5 a46
a5 a47
a5 a48
a5 a91
a5 a99
a6 a14
a6 a16
a6 a18
a6 a26
a6 a27
a6 a40
a6 a42
a6 a43
a6 a62
a6 a75
a7 a8
a7 a14
a7 a15
a7 a19
a7 a28
a7 a36
a7 a43
a8 a11
a8 a12
a8 a13
a8 a17
a8 a28
a8 a32
a8 a43
a8 a45
a9 a10
a9 a18
a9 a26
a9 a30
a9 a34
a9 a43
a9 a44
a9 a45
a10 a22
a10 a24
a10 a28
a10 a29
a10 a30
a10 a47
a10 a49
a10 a52
a11 a14
a11 a31
a11 a36
a11 a38
a12 a19
a12 a27
a12 a37
a12 a47
a12 a85
a13 a18
a13 a27
a13 a28
a13 a37
a13 a41
a13 a46
a13 a53
a13 a65
a13 a68
a13 a89
a13 a97
a14 a19
a14 a36
a14 a40
a14 a42
a14 a43
a14 a44
a14 a46
a14 a49
a14 a71
a15 a16
a15 a17
a15 a19
a15 a25
a15 a27
a15 a39
a15 a44
a15 a48
a15 a49
a16 a22
a16 a23
a16 a24
a16 a28
a16 a32
a16 a37
a16 a47
a16 a66
a17 a20
a17 a27
a17 a31
a17 a43
a17 a44
a17 a46
a18 a20
a18 a22
a18 a25
a18 a42
a18 a64
a18 a69
a18 a85
a19 a29
a19 a45
a20 a21
a20 a23
a20 a31
a20 a41
a20 a43
a20 a45
a21 a36
a22 a29
a22 a40
a23 a29
a23 a51
a24 a25
a24 a36
a24 a43
a24 a48
a24 a67
a25 a29
a25 a30
a25 a32
a25 a35
a25 a36
a25 a38
a25 a44
a26 a30
a26 a36
a27 a36
a27 a44
a27 a49
a27 a68
a28 a32
a28 a38
a28 a44
a28 a49
a28 a88
a29 a35
a29 a38
a29 a39
a29 a44
a29 a46
a29 a48
a29 a59
a29 a84
a30 a34
a30 a38
a31 a41
a31 a45
a31 a46
a32 a33
a32 a54
a33 a38
a33 a44
a33 a69
a34 a36
a34 a45
a34 a48
a34 a68
a35 a39
a36 a40
a36 a44
a38 a42
a38 a53
a38 a99
a39 a42
a39 a49
a39 a60
a39 a88
a39 a97
a40 a44
a40 a45
a40 a61
a41 a44
a41 a54
a41 a66
a41 a73
a41 a83
a42 a48
a42 a77
a43 a45
a44 a48
a44 a75
a45 a46
a45 a59
a45 a69
a45 a71
a46 a49
a46 a68
a47 a48
a47 a49
a47 a65
a47 a70
a49 a58
a49 a63
a51 a95
a52 a79
a52 a92
a53 a70
a53 a79
a53 a92
a54 a59
a54 a64
a54 a82
a54 a89
a54 a91
a55 a68
a55 a86
a55 a99
a57 a69
a58 a62
a58 a69
a59 a88
a60 a76
a61 a74
a62 a73
a63 a71
a63 a84
a64 a71
a64 a94
a65 a68
a66 a79
a66 a91
a67 a78
a67 a98
a68 a73
a68 a98
a69 a81
a71 a84
a71 a96
a71 a97
a72 a77
a72 a84
a73 a99
a75 a84
a75 a91
a76 a94
a78 a80
a80 a81
a83 a87
a85 a87
a89 a96
a90 a97
a92 a97
a93 a98
a101 a102
a102 a103
a103 a104
a104 a105
a105 a106
a106 a107
a107 a108
a109 a110
a110 a111
a110 a112
a111 a103
a112 a113
a109 a114
a109 a115
a114 a116
a115 a116
a108 a117
a108 a118
a117 a119
a118 a119
a107 a120
a107 a121
a120 a122
a121 a122
a106 a123
a106 a124
a123 a125
a124 a125
a105 a126
a105 a127
a126 a128
a127 a128
a104 a129
a104 a130
a129 a131
a130 a131
a131 a132
a131 a133
a131 a134
a131 a135
a131 a136
a131 a137
a131 a138
a131 a139
a131 a140
a1 a101
100 429
b1 b4
b1 b10
b1 b15
b1 b28
b1 b31
b1 b33
b1 b37
b1 b49
b2 b5
b2 b14
b2 b23
b2 b29
b2 b39
b2 b40
b2 b41
b2 b47
b2 b49
b2 b53
b3 b5
b3 b10
b3 b15
b3 b17
b3 b20
b3 b26
b3 b37
b3 b38
b3 b43
b3 b51
b3 b59
b3 b66
b4 b6
b4 b12
b4 b15
b4 b17
b4 b24
b4 b25
b4 b27
b4 b29
b4 b30
b4 b37
b4 b42
b4 b43
b4 b51
b4 b52
b4 b53
b4 b62
b4 b67
b5 b8
b5 b18
b5 b21
b5 b26
b5 b27
b5 b35
b5 b40
b5 b45
b5 b46
b5 b47
b5 b48
b5 b51
b6 b14
b6 b16
b6 b18
b6 b26
b6 b27
b6 b40
b6 b42
b6 b43
b6 b54
b6 b59
b6 b67
b7 b8
b7 b14
b7 b15
b7 b19
b7 b28
b7 b36
b7 b43
b8 b11
b8 b12
b8 b13
b8 b17
b8 b28
b8 b32
b8 b43
b8 b45
b8 b63
b8 b66
b9 b10
b9 b18
b9 b26
b9 b30
b9 b34
b9 b43
