140 340
a1 a2
a1 a15
a1 a16
a1 a17
a1 a18
a1 a43
a1 a88
a1 a89
a2 a7
a2 a10
a2 a12
a2 a24
a2 a29
a2 a32
a2 a33
a2 a83
a2 a93
a3 a8
a3 a14
a3 a15
a3 a17
a3 a25
a3 a26
a3 a36
a3 a48
a3 a54
a3 a67
a3 a68
a4 a5
a4 a6
a4 a13
a4 a31
a4 a35
a4 a48
a4 a77
a4 a90
a5 a9
a5 a10
a5 a20
a5 a22
a5 a24
a5 a32
a5 a38
a5 a42
a5 a44
a6 a7
a6 a9
a6 a24
a6 a26
a6 a37
a6 a75
a7 a12
a7 a14
a7 a15
a7 a37
a7 a96
a8 a24
a8 a26
a8 a37
a8 a39
a8 a45
a8 a54
a8 a98
a9 a15
a9 a16
a9 a23
a9 a25
a9 a26
a9 a30
a9 a35
a9 a44
a9 a82
a10 a12
a10 a32
a10 a40
a10 a43
a10 a44
a10 a48
a10 a63
a10 a82
a11 a12
a11 a22
a11 a25
a11 a28
a11 a43
a12 a16
a12 a18
a12 a19
a12 a21
a12 a23
a12 a30
a12 a31
a12 a32
a12 a52
a13 a17
a13 a19
a13 a49
a13 a58
a13 a86
a14 a22
a14 a29
a14 a36
a14 a37
a14 a48
a15 a20
a15 a21
a15 a27
a15 a28
a15 a33
a16 a19
a16 a22
a16 a24
a16 a29
a16 a31
a16 a37
a16 a46
a16 a56
a16 a84
a17 a18
a17 a19
a17 a20
a17 a23
a17 a24
a17 a26
a17 a33
a17 a40
a17 a42
a17 a45
a18 a26
a18 a35
a18 a40
a18 a41
a18 a47
a19 a25
a19 a28
a19 a31
a19 a36
a19 a40
a20 a23
a20 a25
a20 a27
a20 a28
a20 a29
a20 a33
a20 a39
a20 a44
a20 a55
a20 a69
a20 a71
a21 a22
a21 a27
a21 a28
a21 a31
a21 a32
a21 a35
a21 a43
a21 a66
a21 a81
a22 a24
a22 a34
a22 a40
a22 a43
a22 a46
a22 a57
a23 a34
a23 a44
a23 a46
a23 a47
a23 a48
a24 a26
a24 a27
a24 a28
a24 a29
a24 a31
a24 a34
a24 a35
a24 a37
a24 a42
a24 a44
a24 a47
a24 a68
a25 a28
a25 a30
a25 a35
a25 a42
a25 a43
a25 a69
a26 a27
a26 a41
a26 a78
a26 a83
a26 a89
a27 a28
a27 a31
a27 a49
a27 a61
a28 a45
a28 a47
a30 a31
a30 a35
a30 a47
a30 a74
a31 a42
a31 a47
a31 a48
a32 a34
a32 a35
a32 a36
a32 a44
a32 a45
a32 a48
a32 a92
a33 a34
a33 a37
a33 a40
a33 a48
a33 a49
a34 a37
a34 a39
a34 a40
a34 a62
a34 a92
a35 a41
a35 a42
a35 a44
a35 a48
a35 a56
a35 a85
a36 a38
a36 a43
a36 a52
a36 a56
a36 a77
a37 a55
a37 a59
a38 a43
a38 a44
a38 a83
a38 a86
a39 a41
a39 a47
a40 a44
a41 a45
a41 a48
a41 a61
a42 a45
a43 a45
a45 a51
a46 a75
a48 a95
a51 a66
a51 a79
a51 a90
a52 a73
a52 a96
a53 a87
a53 a91
a54 a57
a54 a62
a55 a60
a55 a64
a56 a60
a58 a63
a58 a88
a58 a99
a59 a68
a59 a76
a59 a100
a60 a81
a60 a97
a62 a65
a62 a79
a63 a69
a63 a79
a63 a92
a63 a97
a64 a87
a65 a85
a68 a71
a69 a98
a71 a92
a73 a74
a73 a91
a73 a98
a75 a84
a75 a90
a76 a82
a77 a79
a78 a83
a78 a93
a79 a95
a79 a99
a80 a87
a80 a94
a82 a96
a85 a94
a88 a99
a92 a93
a94 a96
a95 a97
b1 b2
b1 b15
b1 b16
b1 b17
b1 b18
b1 b43
b1 b55
b1 b56
b2 b7
b2 b10
b2 b12
b2 b24
b2 b29
b2 b32
b2 b33
b2 b51
b3 b8
b3 b14
b3 b15
b3 b17
b3 b25
b3 b26
b3 b36
b3 b48
b3 b54
b3 b56
b3 b66
b4 b5
b4 b6
b4 b13
b4 b31
b4 b35
b4 b48
b4 b57
b4 b60
b4 b64
b5 b9
b5 b10
b5 b20
b5 b22
b5 b24
b5 b32
b5 b38
b5 b42
b5 b44
b5 b51
b5 b54
b5 b67
b5 b68
b6 b7
b6 b9
b6 b24
b6 b26
b6 b37
b6 b51
b6 b54
b7 b12
b7 b14
b7 b15
b7 b37
b7 b69
b8 b24
b8 b26
b8 b37
b8 b39
b8 b45
b8 b67
b9 b15
b9 b16
b9 b23
b9 b25
b9 b26
b9 b30
b9 b35
b9 b44
b9 b52
b9 b54
b9 b58
b10 b12
b10 b32
b10 b40
b10 b43
b10 b44
b10 b48
b10 b51
b11 b12
b11 b22
b11 b25
b11 b28
b11 b43
b11 b55
b11 b56
b11 b63
b12 b16
b12 b18
b12 b19
b12 b21
b12 b23
b12 b30
b12 b31
b12 b32
b12 b52
b12 b54
b12 b56
b13 b17
b13 b19
b13 b49
b13 b54
