140 346
a1 a26
a1 a28
a1 a31
a1 a49
a1 a83
a2 a3
a2 a10
a2 a15
a2 a18
a2 a20
a2 a25
a2 a32
a2 a36
a2 a43
a3 a7
a3 a15
a3 a18
a3 a28
a3 a30
a3 a47
a4 a11
a4 a14
a4 a16
a4 a18
a4 a25
a4 a46
a4 a47
a4 a93
a5 a10
a5 a21
a5 a36
a5 a37
a5 a44
a6 a13
a6 a14
a6 a17
a6 a38
a6 a44
a6 a49
a6 a79
a7 a9
a7 a18
a7 a23
a7 a25
a7 a33
a7 a35
a7 a36
a7 a68
a8 a10
a8 a14
a8 a21
a8 a31
a8 a33
a8 a46
a8 a88
a9 a12
a9 a17
a9 a18
a9 a19
a9 a39
a9 a45
a10 a11
a10 a30
a10 a35
a10 a51
a10 a88
a11 a12
a11 a15
a11 a23
a11 a26
a11 a27
a11 a38
a11 a43
a11 a48
a11 a54
a11 a99
a12 a23
a12 a37
a12 a38
a12 a40
a12 a41
a12 a42
a12 a43
a12 a44
a12 a46
a12 a49
a13 a18
a13 a28
a13 a36
a13 a40
a13 a41
a13 a42
a13 a47
a13 a48
a14 a17
a14 a20
a14 a34
a14 a41
a14 a44
a14 a47
a14 a57
a14 a93
a15 a21
a15 a24
a15 a30
a15 a38
a15 a41
a15 a48
a15 a76
a16 a17
a16 a20
a16 a21
a16 a22
a16 a25
a16 a29
a16 a31
a16 a33
a16 a37
a16 a44
a16 a45
a16 a56
a17 a30
a17 a32
a17 a42
a17 a43
a17 a49
a17 a71
a17 a86
a17 a94
a18 a27
a18 a32
a18 a45
a18 a73
a19 a24
a19 a29
a19 a30
a19 a37
a19 a38
a20 a25
a20 a29
a20 a32
a20 a34
a20 a35
a20 a36
a20 a40
a20 a88
a21 a24
a21 a45
a21 a71
a22 a25
a22 a26
a22 a40
a22 a48
a22 a78
a23 a26
a23 a29
a23 a37
a23 a61
a23 a74
a24 a36
a24 a47
a24 a94
a25 a27
a25 a32
a25 a35
a25 a37
a25 a39
a25 a96
a26 a27
a26 a32
a26 a35
a26 a37
a26 a42
a26 a48
a26 a51
a27 a35
a27 a37
a27 a42
a27 a85
a27 a91
a28 a32
a28 a38
a28 a41
a28 a43
a28 a44
a28 a46
a28 a59
a28 a60
a29 a32
a29 a34
a29 a38
a29 a48
a30 a40
a30 a43
a30 a48
a31 a32
a31 a33
a31 a42
a31 a46
a31 a48
a31 a49
a32 a40
a32 a42
a32 a47
a32 a54
a32 a56
