130 330
a1 a2
a1 a19
a1 a20
a1 a23
a1 a24
a1 a26
a1 a29
a1 a35
a1 a40
a1 a47
a2 a12
a2 a28
a2 a32
a2 a39
a2 a42
a2 a43
a2 a89
a3 a13
a3 a14
a3 a22
a3 a26
a3 a47
a3 a69
a4 a7
a4 a22
a4 a23
a4 a24
a4 a25
a4 a27
a4 a30
a4 a31
a4 a35
a4 a37
a4 a42
a4 a43
a4 a47
a4 a48
a5 a7
a5 a8
a5 a9
a5 a13
a5 a16
a5 a18
a5 a19
a5 a21
a5 a29
a5 a33
a5 a36
a5 a55
a5 a57
a5 a65
a5 a67
a6 a7
a6 a10
a6 a13
a6 a21
a6 a46
a6 a47
a7 a13
a7 a15
a7 a19
a7 a20
a7 a22
a7 a24
a7 a32
a7 a34
a7 a38
a7 a41
a7 a89
a7 a95
a8 a12
a8 a13
a8 a18
a8 a24
a8 a32
a8 a38
a8 a43
a8 a46
a8 a77
a9 a16
a9 a22
a9 a23
a9 a27
a9 a35
a9 a39
a9 a40
a9 a45
a10 a11
a10 a19
a10 a20
a10 a27
a10 a35
a11 a14
a11 a20
a11 a25
a11 a36
a11 a37
a11 a41
a12 a16
a12 a30
a12 a34
a12 a39
a12 a43
a12 a53
a12 a70
a12 a87
a13 a14
a13 a15
a13 a24
a13 a26
a13 a29
a13 a37
a13 a47
a13 a65
a13 a80
a14 a24
a14 a26
a14 a27
a14 a33
a14 a43
a14 a44
a14 a85
a15 a27
a15 a28
a15 a39
a15 a93
a16 a32
a16 a40
a16 a44
a16 a46
a16 a47
a16 a82
a16 a92
a17 a18
a17 a25
a17 a33
a17 a35
a17 a37
a17 a39
a17 a43
a17 a46
a17 a71
a17 a75
a17 a95
a18 a23
a18 a24
a18 a29
a18 a41
a18 a47
a18 a69
a19 a21
a19 a38
a19 a39
a19 a97
a20 a24
a20 a28
a20 a38
a20 a66
a21 a29
a21 a38
a21 a39
a21 a42
a21 a44
a21 a48
a21 a66
a22 a23
a22 a29
a22 a30
a22 a31
a22 a32
a22 a37
a22 a42
a22 a46
a23 a29
a23 a30
a23 a32
a23 a34
a23 a37
a23 a42
a23 a48
a23 a76
a24 a25
a24 a26
a24 a36
a24 a37
a24 a38
a24 a39
a24 a44
a24 a95
a25 a31
a25 a36
a25 a43
a25 a46
a25 a75
a26 a28
a26 a38
a26 a40
a26 a47
a27 a34
a27 a39
a27 a48
a27 a49
a28 a34
a28 a35
a28 a45
a29 a30
a29 a45
a29 a67
a30 a41
a30 a46
a30 a54
a31 a32
a31 a59
a32 a45
a33 a36
a33 a40
a33 a66
a34 a93
a34 a96
a35 a44
a35 a92
a36 a40
a36 a41
a36 a45
a36 a46
a37 a41
a37 a59
a38 a60
a38 a95
a39 a48
a39 a65
a39 a90
a40 a44
a40 a45
a40 a47
a40 a82
a41 a45
a41 a49
a41 a70
a41 a85
a42 a80
a43 a46
a43 a47
a43 a81
a44 a49
a46 a75
a47 a56
a47 a86
a49 a96
a49 a99
a51 a77
a53 a54
a53 a59
a53 a85
a54 a65
a54 a91
a55 a60
a55 a66
a55 a83
a56 a97
a57 a89
a57 a100
a58 a62
a58 a77
a58 a84
a59 a78
a59 a93
a59 a94
a60 a68
a60 a70
a60 a72
a60 a78
a60 a85
a61 a93
a63 a67
a63 a82
a63 a87
a64 a71
a64 a74
a64 a80
a64 a97
a65 a96
a66 a96
a67 a96
a68 a85
a71 a74
a72 a74
a72 a81
a74 a75
a74 a78
a75 a98
a76 a99
a77 a94
a79 a87
a82 a99
a87 a88
a90 a93
a90 a98
a97 a99
a98 a99
a101 a102
a102 a103
a103 a104
a102 a105
a103 a106
a103 a107
a106 a108
a105 a109
a105 a110
a110 a111
a111 a112
a112 a113
a112 a114
a109 a115
a115 a116
a116 a117
a116 a118
a116 a119
a116 a120
a119 a121
a121 a122
a119 a123
a123 a124
a124 a125
a125 a126
a126 a127
a127 a128
a127 a129
a127 a130
a1 a101
100 444
b1 b2
b1 b19
b1 b20
b1 b23
b1 b24
b1 b26
b1 b29
b1 b35
b1 b40
b1 b47
b2 b12
b2 b28
b2 b32
b2 b39
b2 b42
b2 b43
b2 b64
b3 b13
b3 b14
b3 b22
b3 b26
b3 b47
b3 b60
b4 b7
b4 b22
b4 b23
b4 b24
b4 b25
b4 b27
b4 b30
b4 b31
b4 b35
b4 b37
b4 b42
b4 b43
b4 b47
b4 b48
b5 b7
b5 b8
b5 b9
b5 b13
b5 b16
b5 b18
b5 b19
b5 b21
b5 b29
b5 b33
b5 b36
b5 b58
b5 b64
b5 b66
b6 b7
b6 b10
b6 b13
b6 b21
b6 b46
b6 b47
b6 b63
b7 b13
b7 b15
b7 b19
b7 b20
b7 b22
b7 b24
b7 b32
b7 b34
b7 b38
b7 b41
b7 b52
b7 b55
b7 b66
b7 b68
b8 b12
b8 b13
b8 b18
b8 b24
b8 b32
b8 b38
b8 b43
b8 b46
b8 b64
b9 b16
b9 b22
b9 b23
b9 b27
b9 b35
b9 b39
b9 b40
b9 b45
b9 b67
b10 b11
b10 b19
b10 b20
b10 b27
b10 b35
b10 b56
b11 b14
b11 b20
b11 b25
b11 b36
b11 b37
b11 b41
b11 b56
b11 b61
b11 b65
b12 b16
b12 b30
b12 b34
b12 b39
b12 b43
b12 b53
b12 b69
b13 b14
b13 b15
b13 b24
b13 b26
b13 b29
b13 b37
b13 b47
b13 b52
b13 b56
b14 b24
b14 b26
b14 b27
b14 b33
b14 b43
b14 b44
b14 b61
b15 b27
b15 b28
b15 b39
b16 b32
b16 b40
b16 b44
b16 b46
b16 b47
b16 b59
b17 b18
b17 b25
b17 b33
b17 b35
b17 b37
b17 b39
b17 b43
b17 b46
b17 b59
b18 b23
b18 b24
b18 b29
b18 b41
b18 b47
b18 b59
b19 b21
b19 b38
b19 b39
b19 b64
b20 b24
b20 b28
b20 b38
b20 b52
b20 b59
b21 b29
b21 b38
b21 b39
b21 b42
b21 b44
b21 b48
b21 b52
b21 b64
b21 b65
b22 b23
b22 b29
b22 b30
b22 b31
b22 b32
b22 b37
b22 b42
b22 b46
b22 b53
b22 b61
b22 b63
b23 b29
b23 b30
b23 b32
b23 b34
b23 b37
b23 b42
b23 b48
b23 b52
b23 b62
b24 b25
b24 b26
b24 b36
b24 b37
b24 b38
b24 b39
b24 b44
b24 b62
b24 b64
b25 b31
b25 b36
b25 b43
b25 b46
b25 b56
b25 b60
b25 b68
b26 b28
b26 b38
b26 b40
b26 b47
b26 b64
b26 b67
b27 b34
b27 b39
b27 b48
b27 b49
b27 b60
b27 b63
b28 b34
b28 b35
b28 b45
b28 b58
b28 b61
b28 b65
b29 b30
b29 b45
b29 b53
b29 b58
b30 b41
b30 b46
b30 b57
b30 b59
b31 b32
b31 b53
b31 b54
b31 b56
b31 b61
b31 b67
b31 b69
b32 b45
