130 330
a1 a2
a1 a8
a1 a11
a1 a37
a1 a42
a1 a48
a1 a49
a2 a4
a2 a9
a2 a21
a2 a22
a2 a24
a2 a33
a2 a35
a2 a40
a2 a46
a2 a87
a3 a4
a3 a8
a3 a28
a3 a32
a3 a41
a3 a79
a4 a11
a4 a18
a4 a22
a4 a25
a4 a32
a4 a37
a4 a39
a5 a7
a5 a11
a5 a12
a5 a15
a5 a23
a5 a31
a5 a32
a5 a43
a5 a61
a6 a8
a6 a10
a6 a14
a6 a16
a6 a22
a6 a25
a6 a31
a6 a33
a6 a43
a6 a45
a6 a48
a7 a17
a7 a20
a7 a23
a7 a24
a7 a40
a7 a45
a7 a46
a7 a47
a7 a48
a7 a49
a7 a62
a7 a70
a7 a76
a7 a82
a8 a13
a8 a22
a8 a26
a8 a32
a8 a35
a8 a39
a8 a40
a8 a47
a8 a66
a9 a17
a9 a21
a9 a25
a9 a26
a9 a27
a9 a29
a9 a38
a9 a42
a9 a44
a9 a51
a9 a79
a10 a12
a10 a17
a10 a19
a10 a23
a10 a27
a10 a34
a10 a48
a10 a90
a11 a23
a11 a27
a11 a30
a11 a32
a11 a37
a11 a39
a11 a41
a11 a42
a11 a44
a11 a45
a11 a46
a11 a58
a11 a96
a12 a15
a12 a16
a12 a20
a12 a29
a12 a38
a12 a41
a12 a42
a12 a62
a12 a90
a13 a19
a13 a22
a14 a16
a14 a17
a14 a18
a14 a19
a14 a22
a14 a23
a14 a29
a14 a31
a14 a39
a14 a41
a14 a42
a14 a45
a14 a49
a15 a21
a15 a23
a15 a25
a15 a30
a15 a40
a15 a90
a16 a18
a16 a19
a16 a21
a16 a37
a16 a40
a16 a42
a17 a32
a17 a33
a17 a36
a17 a40
a17 a49
a17 a51
a17 a52
a18 a31
a18 a33
a18 a36
a19 a23
a19 a27
a19 a30
a19 a32
a19 a76
a20 a28
a20 a31
a20 a32
a20 a39
a20 a42
a20 a61
a20 a69
a21 a25
a21 a29
a21 a35
a21 a48
a22 a25
a22 a37
a22 a70
a22 a95
a23 a26
a23 a29
a23 a54
a23 a98
a24 a25
a24 a29
a24 a38
a24 a44
a24 a45
a24 a58
a24 a74
a24 a88
a25 a28
a25 a30
a25 a39
a25 a48
a26 a28
a26 a35
a26 a36
a26 a40
a26 a46
a26 a47
a26 a49
a27 a42
a27 a43
a27 a47
a27 a48
a28 a29
a28 a34
a28 a37
a28 a70
a28 a82
a29 a31
a29 a35
a29 a44
a30 a33
a30 a39
a30 a40
a30 a48
a31 a33
a31 a87
a33 a34
a33 a36
a34 a40
a34 a44
a34 a46
a34 a47
a34 a83
a35 a41
a35 a43
a35 a76
a36 a37
